Date,Song,Artist,Rank,Peak Position,Weeks in Charts,Week
2023-02-01,Wait In The Truck,HARDY Featuring Lainey Wilson,23,23,21,5
2023-02-01,I Like You (A Happier Song),Post Malone Featuring Doja Cat,24,3,31,5
2023-02-01,Going; Going; Gone,Luke Combs,25,25,11,5
2023-02-01,Shirt,SZA,26,11,13,5
2023-02-01,Thought You Should Know,Morgan Wallen,27,12,24,5
2023-02-01,Calm Down,Rema & Selena Gomez,28,28,21,5
2023-02-01,Until I Found You,Stephen Sanchez,29,23,30,5
2023-02-01,Lavender Haze,Taylor Swift,30,2,14,5
2023-02-01,Snooze,SZA,31,29,7,5
2023-02-01,Bebe Dame,Fuerza Regida X Grupo Frontera,32,25,5,5
2023-02-01,Heart Like A Truck,Lainey Wilson,33,32,11,5
2023-02-01,Wait For U,Future Featuring Drake & Tems,34,1,36,5
2023-02-01,The Kind Of Love We Make,Luke Combs,35,8,27,5
2023-02-01,Super Freaky Girl,Nicki Minaj,36,1,24,5
2023-02-01,Tomorrow 2,GloRilla & Cardi B,37,9,18,5
2023-02-01,Nobody Gets Me,SZA,38,10,7,5
2023-02-01,Sure Thing,Miguel,39,36,26,5
2023-02-01,What My World Spins Around,Jordan Davis,40,40,24,5
2023-02-01,She Had Me At Heads Carolina,Cole Swindell,41,16,31,5
2023-02-01,Sunroof,Nicky Youre & dazy,42,4,31,5
2023-02-01,Unstoppable,Sia,43,28,24,5
2023-02-01,Lift Me Up,Rihanna,44,2,13,5
2023-02-01,I Ain't Worried,OneRepublic,45,6,29,5
2023-02-01,Whiskey On You,Nate Smith,46,44,32,5
2023-02-01,Low,SZA,47,17,7,5
2023-02-01,About Damn Time,Lizzo,48,1,37,5
2023-02-01,Players,Coi Leray,49,49,4,5
2023-02-01,Vegas,Doja Cat,50,10,30,5
2023-02-01,Que Vuelvas,Carin Leon X Grupo Frontera,51,50,5,5
2023-02-01,Knight Crawler,Trippie Redd & Juice WRLD,52,1,-,5
2023-02-01,Tennessee Orange,Megan Moroney,53,53,7,5
2023-02-01,Bloody Mary,Lady Gaga,54,54,4,5
2023-02-01,What He Didn't Do,Carly Pearce,55,55,6,5
2023-02-01,Nonsense,Sabrina Carpenter,56,56,2,5
2023-02-01,Blind,SZA,57,12,7,5
2023-02-01,Forget Me,Lewis Capaldi,58,58,11,5
2023-02-01,Handle On You,Parker McCollum,59,58,4,5
2023-02-01,Here With Me,d4vd,60,60,4,5
2023-02-01,Wild As Her,Corey Kent,61,61,16,5
2023-02-01,Freestyle,Lil Baby,62,62,17,5
2023-02-01,The Color Violet,Tory Lanez,63,63,4,5
2023-02-01,Red,HARDY Featuring Morgan Wallen,64,1,-,5
2023-02-01,No Se Va,Grupo Frontera,65,57,16,5
2023-02-01,Spin Bout U,Drake & 21 Savage,66,5,12,5
2023-02-01,Love Language,SZA,67,21,7,5
2023-02-01,Snap,Rosa Linn,68,67,13,5
2023-02-01,La Bachata,Manuel Turizo,69,67,19,5
2023-02-01,Love You Better,Future,70,12,11,5
2023-02-01,Too Many Nights,Metro Boomin Featuring Don Toliver & Future,71,22,8,5
2023-02-01,10:35,Tiesto Featuring Tate McRae,72,1,-,5
2023-02-01,One Thing At A Time,Morgan Wallen,73,37,8,5
2023-02-01,Half Of Me,Thomas Rhett Featuring Riley Green,74,52,20,5
2023-02-01,La Jumpa,Arcangel & Bad Bunny,75,68,6,5
2023-02-01,Shut Up My Moms Calling,Hotel Ugly,76,68,4,5
2023-02-01,You Didn't,Brett Young,77,77,3,5
2023-02-01,Circo Loco,Drake & 21 Savage,78,8,12,5
2023-02-01,OMG,NewJeans,79,79,2,5
2023-02-01,Star Walkin' (League Of Legends Worlds Anthem),Lil Nas X,80,32,18,5
2023-02-01,I Wish You Roses,Kali Uchis,81,1,-,5
2023-02-01,Gangsta Boo,Ice Spice & Lil Tjay,82,1,-,5
2023-02-01,Heart To Heart,Mac DeMarco,83,83,2,5
2023-02-01,Moonlight Sunrise,TWICE,84,1,-,5
2023-02-01,Gato de Noche,Nengo Flow & Bad Bunny,85,60,5,5
2023-02-01,Fully Loaded,Trippie Redd| Future & Lil Baby,86,1,-,5
2023-02-01,Seek & Destroy,SZA,87,24,7,5
2023-02-01,That's What Tequila Does,Jason Aldean,88,88,3,5
2023-02-01,Ditto,NewJeans,89,85,3,5
2023-02-01,Krzy Train,Trippie Redd & Travis Scott,90,1,-,5
2023-02-01,Next Thing You Know,Jordan Davis,91,1,-,5
2023-02-01,AMG,Gabito Ballesteros| Peso Pluma & Natanael Cano,92,1,-,5
2023-02-01,Ghost In The Machine,SZA Featuring Phoebe Bridgers,93,40,7,5
2023-02-01,California Breeze,Lil Baby,94,4,11,5
2023-02-01,Human,Cody Johnson,95,94,2,5
2023-02-01,Do It Again,NLE Choppa & 2Rare,96,1,-,5
2023-02-01,Miss You,Oliver Tree & Robin Schulz,97,84,9,5
2023-02-01,Back End,Finesse2Tymes,98,1,-,5
2023-02-01,Open Arms,SZA Featuring Travis Scott,99,54,6,5
2023-02-01,Spit In My Face!,ThxSoMch,100,1,-,5
2023-02-08,Flowers,Miley Cyrus,1,1,3,6
2023-02-08,Kill Bill,SZA,2,2,8,6
2023-02-08,Creepin',Metro Boomin| The Weeknd & 21 Savage,3,3,9,6
2023-02-08,Anti-Hero,Taylor Swift,4,1,15,6
2023-02-08,Unholy,Sam Smith & Kim Petras,5,1,19,6
2023-02-08,Die For You,The Weeknd & Ariana Grande,6,6,27,6
2023-02-08,I'm Good (Blue),David Guetta & Bebe Rexha,7,4,23,6
2023-02-08,Rich Flex,Drake & 21 Savage,8,2,13,6
2023-02-08,As It Was,Harry Styles,9,1,44,6
2023-02-08,Just Wanna Rock,Lil Uzi Vert,10,10,16,6
2023-02-08,Made You Look,Meghan Trainor,11,11,15,6
2023-02-08,Golden Hour,JVKE,12,10,23,6
2023-02-08,Under The Influence,Chris Brown,13,12,21,6
2023-02-08,Something In The Orange,Zach Bryan,14,10,41,6
2023-02-08,Cuff It,Beyonce,15,10,25,6
2023-02-08,Rock And A Hard Place,Bailey Zimmerman,16,16,34,6
2023-02-08,Thank God,Kane Brown With Katelyn Brown,17,17,21,6
2023-02-08,You Proof,Morgan Wallen,18,5,38,6
2023-02-08,Lavender Haze,Taylor Swift,19,2,15,6
2023-02-08,Bad Habit,Steve Lacy,20,1,31,6
2023-02-08,Thought You Should Know,Morgan Wallen,21,12,25,6
2023-02-08,Bzrp Music Sessions; Vol. 53,Bizarrap & Shakira,22,9,3,6
2023-02-08,Escapism,RAYE Featuring 070 Shake,23,22,9,6
2023-02-08,Going; Going; Gone,Luke Combs,24,24,12,6
2023-02-08,Superhero (Heroes & Villains),Metro Boomin| Future & Chris Brown,25,8,9,6
2023-02-08,Calm Down,Rema & Selena Gomez,26,26,22,6
2023-02-08,Last Night,Morgan Wallen,27,1,-,6
2023-02-08,Until I Found You,Stephen Sanchez,28,23,31,6
2023-02-08,Wait In The Truck,HARDY Featuring Lainey Wilson,29,23,22,6
2023-02-08,The Kind Of Love We Make,Luke Combs,30,8,28,6
2023-02-08,I Like You (A Happier Song),Post Malone Featuring Doja Cat,31,3,32,6
2023-02-08,Shirt,SZA,32,11,14,6
2023-02-08,Heart Like A Truck,Lainey Wilson,33,32,12,6
2023-02-08,Wait For U,Future Featuring Drake & Tems,34,1,37,6
2023-02-08,Snooze,SZA,35,29,8,6
2023-02-08,Sure Thing,Miguel,36,36,27,6
2023-02-08,Bebe Dame,Fuerza Regida X Grupo Frontera,37,25,6,6
2023-02-08,Players,Coi Leray,38,38,5,6
2023-02-08,Tomorrow 2,GloRilla & Cardi B,39,9,19,6
2023-02-08,Love Again,The Kid LAROI,40,1,-,6
2023-02-08,She Had Me At Heads Carolina,Cole Swindell,41,16,32,6
2023-02-08,Dawns,Zach Bryan Featuring Maggie Rogers,42,1,-,6
2023-02-08,Whiskey On You,Nate Smith,43,43,33,6
2023-02-08,Super Freaky Girl,Nicki Minaj,44,1,25,6
2023-02-08,Nobody Gets Me,SZA,45,10,8,6
2023-02-08,Unstoppable,Sia,46,28,25,6
2023-02-08,What My World Spins Around,Jordan Davis,47,40,25,6
2023-02-08,Sunroof,Nicky Youre & dazy,48,4,32,6
2023-02-08,I Ain't Worried,OneRepublic,49,6,30,6
2023-02-08,About Damn Time,Lizzo,50,1,38,6
2023-02-08,Lift Me Up,Rihanna,51,2,14,6
2023-02-08,Que Vuelvas,Carin Leon X Grupo Frontera,52,50,6,6
2023-02-08,Low,SZA,53,17,8,6
2023-02-08,One Thing At A Time,Morgan Wallen,54,37,9,6
2023-02-08,Tennessee Orange,Megan Moroney,55,53,8,6
2023-02-08,Bloody Mary,Lady Gaga,56,54,5,6
2023-02-08,What He Didn't Do,Carly Pearce,57,55,7,6
2023-02-08,I Wrote The Book,Morgan Wallen,58,1,-,6
2023-02-08,Freestyle,Lil Baby,59,59,18,6
2023-02-08,Handle On You,Parker McCollum,60,58,5,6
2023-02-08,Everything I Love,Morgan Wallen,61,1,-,6
2023-02-08,Wild As Her,Corey Kent,62,61,17,6
2023-02-08,Forget Me,Lewis Capaldi,63,58,12,6
2023-02-08,Growin' Up And Gettin' Old,Luke Combs,64,1,-,6
2023-02-08,Here With Me,d4vd,65,60,5,6
2023-02-08,The Color Violet,Tory Lanez,66,63,5,6
2023-02-08,Spin Bout U,Drake & 21 Savage,67,5,13,6
2023-02-08,Blind,SZA,68,12,8,6
2023-02-08,Love You Better,Future,69,12,12,6
2023-02-08,La Bachata,Manuel Turizo,70,67,20,6
2023-02-08,I'm Not Here To Make Friends,Sam Smith,71,1,-,6
2023-02-08,Nonsense,Sabrina Carpenter,72,56,3,6
2023-02-08,No Se Va,Grupo Frontera,73,57,17,6
2023-02-08,10:35,Tiesto Featuring Tate McRae,74,72,2,6
2023-02-08,Snap,Rosa Linn,75,67,14,6
2023-02-08,Shut Up My Moms Calling,Hotel Ugly,76,68,5,6
2023-02-08,OMG,NewJeans,77,77,3,6
2023-02-08,Love Language,SZA,78,21,8,6
2023-02-08,AMG,Gabito Ballesteros| Peso Pluma & Natanael Cano,79,79,2,6
2023-02-08,The Black Seminole.,Lil Yachty,80,1,-,6
2023-02-08,You Didn't,Brett Young,81,77,4,6
2023-02-08,I Wish You Roses,Kali Uchis,82,81,2,6
2023-02-08,La Jumpa,Arcangel & Bad Bunny,83,68,7,6
2023-02-08,Too Many Nights,Metro Boomin Featuring Don Toliver & Future,84,22,9,6
2023-02-08,Do It Again,NLE Choppa & 2Rare,85,85,2,6
2023-02-08,Fin de Semana,Junior H X Oscar Maydon,86,1,-,6
2023-02-08,Circo Loco,Drake & 21 Savage,87,8,13,6
2023-02-08,That's What Tequila Does,Jason Aldean,88,88,4,6
2023-02-08,Back End,Finesse2Tymes,89,89,2,6
2023-02-08,Ditto,NewJeans,90,85,4,6
2023-02-08,Human,Cody Johnson,91,91,3,6
2023-02-08,Tennessee Fan,Morgan Wallen,92,3,-,6
2023-02-08,Knight Crawler,Trippie Redd & Juice WRLD,93,52,2,6
2023-02-08,California Breeze,Lil Baby,94,4,12,6
2023-02-08,Next Thing You Know,Jordan Davis,95,91,2,6
2023-02-08,Hey Mor,Ozuna Featuring Feid,96,1,-,6
2023-02-08,Gato de Noche,Nengo Flow & Bad Bunny,97,60,6,6
2023-02-08,Heart To Heart,Mac DeMarco,98,83,3,6
2023-02-08,Never Gonna Not Dance Again,P!nk,99,1,-,6
2023-02-08,Dancin' In The Country,Tyler Hubbard,100,1,-,6
2023-02-15,Flowers,Miley Cyrus,1,1,4,7
2023-02-15,Kill Bill,SZA,2,2,9,7
2023-02-15,Last Night,Morgan Wallen,3,3,2,7
2023-02-15,Unholy,Sam Smith & Kim Petras,4,1,20,7
2023-02-15,Creepin',Metro Boomin| The Weeknd & 21 Savage,5,3,10,7
2023-02-15,Cuff It,Beyonce,6,6,26,7
2023-02-15,Anti-Hero,Taylor Swift,7,1,16,7
2023-02-15,Die For You,The Weeknd & Ariana Grande,8,6,28,7
2023-02-15,I'm Good (Blue),David Guetta & Bebe Rexha,9,4,24,7
2023-02-15,As It Was,Harry Styles,10,1,45,7
2023-02-15,Rich Flex,Drake & 21 Savage,11,2,14,7
2023-02-15,Just Wanna Rock,Lil Uzi Vert,12,10,17,7
2023-02-15,Thought You Should Know,Morgan Wallen,13,12,26,7
2023-02-15,Boy's A Liar; Pt. 2,PinkPantheress & Ice Spice,14,1,-,7
2023-02-15,Made You Look,Meghan Trainor,15,11,16,7
2023-02-15,Under The Influence,Chris Brown,16,12,22,7
2023-02-15,Golden Hour,JVKE,17,10,24,7
2023-02-15,You Proof,Morgan Wallen,18,5,39,7
2023-02-15,Rock And A Hard Place,Bailey Zimmerman,19,16,35,7
2023-02-15,Something In The Orange,Zach Bryan,20,10,42,7
2023-02-15,Thank God,Kane Brown With Katelyn Brown,21,17,22,7
2023-02-15,Bad Habit,Steve Lacy,22,1,32,7
2023-02-15,Going; Going; Gone,Luke Combs,23,23,13,7
2023-02-15,Escapism,RAYE Featuring 070 Shake,24,22,10,7
2023-02-15,Superhero (Heroes & Villains),Metro Boomin| Future & Chris Brown,25,8,10,7
2023-02-15,Lavender Haze,Taylor Swift,26,2,16,7
2023-02-15,Calm Down,Rema & Selena Gomez,27,26,23,7
2023-02-15,Players,Coi Leray,28,28,6,7
2023-02-15,Shirt,SZA,29,11,15,7
2023-02-15,Sure Thing,Miguel,30,30,28,7
2023-02-15,The Kind Of Love We Make,Luke Combs,31,8,29,7
2023-02-15,Heart Like A Truck,Lainey Wilson,32,32,13,7
2023-02-15,Bzrp Music Sessions; Vol. 53,Bizarrap & Shakira,33,9,4,7
2023-02-15,Snooze,SZA,34,29,9,7
2023-02-15,Until I Found You,Stephen Sanchez,35,23,32,7
2023-02-15,Wait For U,Future Featuring Drake & Tems,36,1,38,7
2023-02-15,I Like You (A Happier Song),Post Malone Featuring Doja Cat,37,3,33,7
2023-02-15,I Wrote The Book,Morgan Wallen,38,38,2,7
2023-02-15,Bebe Dame,Fuerza Regida X Grupo Frontera,39,25,7,7
2023-02-15,Tomorrow 2,GloRilla & Cardi B,40,9,20,7
2023-02-15,About Damn Time,Lizzo,41,1,39,7
2023-02-15,Wait In The Truck,HARDY Featuring Lainey Wilson,42,23,23,7
2023-02-15,She Had Me At Heads Carolina,Cole Swindell,43,16,33,7
2023-02-15,Nobody Gets Me,SZA,44,10,9,7
2023-02-15,What My World Spins Around,Jordan Davis,45,40,26,7
2023-02-15,Unstoppable,Sia,46,28,26,7
2023-02-15,One Thing At A Time,Morgan Wallen,47,37,10,7
2023-02-15,Whiskey On You,Nate Smith,48,43,34,7
2023-02-15,Dawns,Zach Bryan Featuring Maggie Rogers,49,42,2,7
2023-02-15,Love Again,The Kid LAROI,50,40,2,7
2023-02-15,Everything I Love,Morgan Wallen,51,51,2,7
2023-02-15,Lift Me Up,Rihanna,52,2,15,7
2023-02-15,Que Vuelvas,Carin Leon X Grupo Frontera,53,50,7,7
2023-02-15,Low,SZA,54,17,9,7
2023-02-15,Tennessee Orange,Megan Moroney,55,53,9,7
2023-02-15,X Si Volvemos,Karol G x Romeo Santos,56,1,-,7
2023-02-15,Bloody Mary,Lady Gaga,57,54,6,7
2023-02-15,Handle On You,Parker McCollum,58,58,6,7
2023-02-15,What He Didn't Do,Carly Pearce,59,55,8,7
2023-02-15,Freestyle,Lil Baby,60,59,19,7
2023-02-15,Wild As Her,Corey Kent,61,61,18,7
2023-02-15,Spin Bout U,Drake & 21 Savage,62,5,14,7
2023-02-15,You Didn't,Brett Young,63,63,5,7
2023-02-15,Growin' Up And Gettin' Old,Luke Combs,64,64,2,7
2023-02-15,Nonsense,Sabrina Carpenter,65,56,4,7
2023-02-15,Here With Me,d4vd,66,60,6,7
2023-02-15,The Color Violet,Tory Lanez,67,63,6,7
2023-02-15,AMG,Gabito Ballesteros| Peso Pluma & Natanael Cano,68,68,3,7
2023-02-15,10:35,Tiesto Featuring Tate McRae,69,69,3,7
2023-02-15,La Bachata,Manuel Turizo,70,67,21,7
2023-02-15,Forget Me,Lewis Capaldi,71,58,13,7
2023-02-15,Shut Up My Moms Calling,Hotel Ugly,72,68,6,7
2023-02-15,Blind,SZA,73,12,9,7
2023-02-15,OMG,NewJeans,74,74,4,7
2023-02-15,No Se Va,Grupo Frontera,75,57,18,7
2023-02-15,Love You Better,Future,76,12,13,7
2023-02-15,La Jumpa,Arcangel & Bad Bunny,77,68,8,7
2023-02-15,PRC,Peso Pluma X Natanael Cano,78,1,-,7
2023-02-15,That's What Tequila Does,Jason Aldean,79,79,5,7
2023-02-15,Love Language,SZA,80,21,9,7
2023-02-15,Tennessee Fan,Morgan Wallen,81,49,4,7
2023-02-15,Ditto,NewJeans,82,82,5,7
2023-02-15,Watch The World Burn,Falling In Reverse,83,1,-,7
2023-02-15,Human,Cody Johnson,84,84,4,7
2023-02-15,In Ha Mood,Ice Spice,85,1,-,7
2023-02-15,Back End,Finesse2Tymes,86,86,3,7
2023-02-15,Do It Again,NLE Choppa & 2Rare,87,85,3,7
2023-02-15,Hey Mor,Ozuna Featuring Feid,88,88,2,7
2023-02-15,Too Many Nights,Metro Boomin Featuring Don Toliver & Future,89,22,10,7
2023-02-15,Ghost In The Machine,SZA Featuring Phoebe Bridgers,90,8,-,7
2023-02-15,Fin de Semana,Junior H X Oscar Maydon,91,86,2,7
2023-02-15,Snap,Rosa Linn,92,67,15,7
2023-02-15,California Breeze,Lil Baby,93,4,13,7
2023-02-15,I'm Not Here To Make Friends,Sam Smith,94,71,2,7
2023-02-15,Gato de Noche,Nengo Flow & Bad Bunny,95,60,7,7
2023-02-15,Yandel 150,Yandel & Feid,96,1,-,7
2023-02-15,Heart To Heart,Mac DeMarco,97,83,4,7
2023-02-15,Next Thing You Know,Jordan Davis,98,91,3,7
2023-02-15,Never Gonna Not Dance Again,P!nk,99,99,2,7
2023-02-15,Open Arms,SZA Featuring Travis Scott,100,7,-,7
2023-02-22,Flowers,Miley Cyrus,1,1,5,8
2023-02-22,Kill Bill,SZA,2,2,10,8
2023-02-22,Creepin',Metro Boomin| The Weeknd & 21 Savage,3,3,11,8
2023-02-22,Boy's A Liar; Pt. 2,PinkPantheress & Ice Spice,4,4,2,8
2023-02-22,Last Night,Morgan Wallen,5,3,3,8
2023-02-22,Unholy,Sam Smith & Kim Petras,6,1,21,8
2023-02-22,Die For You,The Weeknd & Ariana Grande,7,6,29,8
2023-02-22,Anti-Hero,Taylor Swift,8,1,17,8
2023-02-22,Cuff It,Beyonce,9,6,27,8
2023-02-22,I'm Good (Blue),David Guetta & Bebe Rexha,10,4,25,8
2023-02-22,Just Wanna Rock,Lil Uzi Vert,11,10,18,8
2023-02-22,As It Was,Harry Styles,12,1,46,8
2023-02-22,Thank God,Kane Brown With Katelyn Brown,13,13,23,8
2023-02-22,Rich Flex,Drake & 21 Savage,14,2,15,8
2023-02-22,Love You Anyway,Luke Combs,15,1,-,8
2023-02-22,Thought You Should Know,Morgan Wallen,16,12,27,8
2023-02-22,Under The Influence,Chris Brown,17,12,23,8
2023-02-22,Rock And A Hard Place,Bailey Zimmerman,18,16,36,8
2023-02-22,Golden Hour,JVKE,19,10,25,8
2023-02-22,Made You Look,Meghan Trainor,20,11,17,8
2023-02-22,Something In The Orange,Zach Bryan,21,10,43,8
2023-02-22,Players,Coi Leray,22,22,7,8
2023-02-22,You Proof,Morgan Wallen,23,5,40,8
2023-02-22,Lavender Haze,Taylor Swift,24,2,17,8
2023-02-22,Calm Down,Rema & Selena Gomez,25,25,24,8
2023-02-22,Escapism,RAYE Featuring 070 Shake,26,22,11,8
2023-02-22,Going; Going; Gone,Luke Combs,27,23,14,8
2023-02-22,Bad Habit,Steve Lacy,28,1,33,8
2023-02-22,Superhero (Heroes & Villains),Metro Boomin| Future & Chris Brown,29,8,11,8
2023-02-22,Shirt,SZA,30,11,16,8
2023-02-22,Sure Thing,Miguel,31,30,29,8
2023-02-22,Until I Found You,Stephen Sanchez,32,23,33,8
2023-02-22,Snooze,SZA,33,29,10,8
2023-02-22,Heart Like A Truck,Lainey Wilson,34,32,14,8
2023-02-22,The Kind Of Love We Make,Luke Combs,35,8,30,8
2023-02-22,Wait For U,Future Featuring Drake & Tems,36,1,39,8
2023-02-22,Umbrella,Rihanna Featuring Jay-Z,37,34,-,8
2023-02-22,Lost,Linkin Park,38,1,-,8
2023-02-22,I Like You (A Happier Song),Post Malone Featuring Doja Cat,39,3,34,8
2023-02-22,Bzrp Music Sessions; Vol. 53,Bizarrap & Shakira,40,9,5,8
2023-02-22,Lift Me Up,Rihanna,41,2,16,8
2023-02-22,Bebe Dame,Fuerza Regida X Grupo Frontera,42,25,8,8
2023-02-22,Wait In The Truck,HARDY Featuring Lainey Wilson,43,23,24,8
2023-02-22,Diamonds,Rihanna,44,27,-,8
2023-02-22,Tomorrow 2,GloRilla & Cardi B,45,9,21,8
2023-02-22,About Damn Time,Lizzo,46,1,40,8
2023-02-22,She Had Me At Heads Carolina,Cole Swindell,47,16,34,8
2023-02-22,We Found Love,Rihanna Featuring Calvin Harris,48,42,-,8
2023-02-22,What My World Spins Around,Jordan Davis,49,40,27,8
2023-02-22,Unstoppable,Sia,50,28,27,8
2023-02-22,Nobody Gets Me,SZA,51,10,10,8
2023-02-22,Special,Lizzo Featuring SZA,52,1,-,8
2023-02-22,Love Again,The Kid LAROI,53,40,3,8
2023-02-22,Que Vuelvas,Carin Leon X Grupo Frontera,54,50,8,8
2023-02-22,Bloody Mary,Lady Gaga,55,54,7,8
2023-02-22,I Wrote The Book,Morgan Wallen,56,38,3,8
2023-02-22,Tennessee Orange,Megan Moroney,57,53,10,8
2023-02-22,What He Didn't Do,Carly Pearce,58,55,9,8
2023-02-22,One Thing At A Time,Morgan Wallen,59,37,11,8
2023-02-22,Handle On You,Parker McCollum,60,58,7,8
2023-02-22,Dawns,Zach Bryan Featuring Maggie Rogers,61,42,3,8
2023-02-22,Low,SZA,62,17,10,8
2023-02-22,Wild As Her,Corey Kent,63,61,19,8
2023-02-22,Spin Bout U,Drake & 21 Savage,64,5,15,8
2023-02-22,Freestyle,Lil Baby,65,59,20,8
2023-02-22,AMG,Gabito Ballesteros| Peso Pluma & Natanael Cano,66,66,4,8
2023-02-22,Everything I Love,Morgan Wallen,67,51,3,8
2023-02-22,Nonsense,Sabrina Carpenter,68,56,5,8
2023-02-22,10:35,Tiesto Featuring Tate McRae,69,69,4,8
2023-02-22,In Ha Mood,Ice Spice,70,70,2,8
2023-02-22,Here With Me,d4vd,71,60,7,8
2023-02-22,You Didn't,Brett Young,72,63,6,8
2023-02-22,PRC,Peso Pluma X Natanael Cano,73,73,2,8
2023-02-22,Growin' Up And Gettin' Old,Luke Combs,74,64,3,8
2023-02-22,No Se Va,Grupo Frontera,75,57,19,8
2023-02-22,OMG,NewJeans,76,74,5,8
2023-02-22,The Color Violet,Tory Lanez,77,63,7,8
2023-02-22,That's What Tequila Does,Jason Aldean,78,78,6,8
2023-02-22,X Si Volvemos,Karol G x Romeo Santos,79,56,2,8
2023-02-22,Love You Better,Future,80,12,14,8
2023-02-22,Blind,SZA,81,12,10,8
2023-02-22,La Jumpa,Arcangel & Bad Bunny,82,68,9,8
2023-02-22,Shut Up My Moms Calling,Hotel Ugly,83,68,7,8
2023-02-22,Fix'n To Break,Bailey Zimmerman,84,1,-,8
2023-02-22,Hey Mor,Ozuna Featuring Feid,85,85,3,8
2023-02-22,Forever,Lil Baby Featuring Fridayy,86,6,-,8
2023-02-22,Do It Again,NLE Choppa & 2Rare,87,85,4,8
2023-02-22,Human,Cody Johnson,88,84,5,8
2023-02-22,Ghost In The Machine,SZA Featuring Phoebe Bridgers,89,40,9,8
2023-02-22,Yandel 150,Yandel & Feid,90,90,2,8
2023-02-22,Love Language,SZA,91,21,10,8
2023-02-22,Dancin' In The Country,Tyler Hubbard,92,2,-,8
2023-02-22,Forget Me,Lewis Capaldi,93,58,14,8
2023-02-22,Back End,Finesse2Tymes,94,86,4,8
2023-02-22,California Breeze,Lil Baby,95,4,14,8
2023-02-22,Next Thing You Know,Jordan Davis,96,91,4,8
2023-02-22,Too Many Nights,Metro Boomin Featuring Don Toliver & Future,97,22,11,8
2023-02-22,Gato de Noche,Nengo Flow & Bad Bunny,98,60,8,8
2023-02-22,Painting Pictures,Superstar Pride,99,1,-,8
2023-02-22,Tennessee Fan,Morgan Wallen,100,49,5,8
2023-03-01,Flowers,Miley Cyrus,1,1,6,9
2023-03-01,Kill Bill,SZA,2,2,11,9
2023-03-01,Boy's A Liar; Pt. 2,PinkPantheress & Ice Spice,3,3,3,9
2023-03-01,Creepin',Metro Boomin| The Weeknd & 21 Savage,4,3,12,9
2023-03-01,Last Night,Morgan Wallen,5,3,4,9
2023-03-01,Die For You,The Weeknd & Ariana Grande,6,6,30,9
2023-03-01,Unholy,Sam Smith & Kim Petras,7,1,22,9
2023-03-01,Anti-Hero,Taylor Swift,8,1,18,9
2023-03-01,Cuff It,Beyonce,9,6,28,9
2023-03-01,I'm Good (Blue),David Guetta & Bebe Rexha,10,4,26,9
2023-03-01,Just Wanna Rock,Lil Uzi Vert,11,10,19,9
2023-03-01,As It Was,Harry Styles,12,1,47,9
2023-03-01,Thank God,Kane Brown With Katelyn Brown,13,13,24,9
2023-03-01,Rich Flex,Drake & 21 Savage,14,2,16,9
2023-03-01,Thought You Should Know,Morgan Wallen,15,12,28,9
2023-03-01,Rock And A Hard Place,Bailey Zimmerman,16,16,37,9
2023-03-01,Players,Coi Leray,17,17,8,9
2023-03-01,Under The Influence,Chris Brown,18,12,24,9
2023-03-01,Calm Down,Rema & Selena Gomez,19,19,25,9
2023-03-01,You Proof,Morgan Wallen,20,5,41,9
2023-03-01,Made You Look,Meghan Trainor,21,11,18,9
2023-03-01,Lavender Haze,Taylor Swift,22,2,18,9
2023-03-01,Escapism,RAYE Featuring 070 Shake,23,22,12,9
2023-03-01,Going; Going; Gone,Luke Combs,24,23,15,9
2023-03-01,Superhero (Heroes & Villains),Metro Boomin| Future & Chris Brown,25,8,12,9
2023-03-01,Something In The Orange,Zach Bryan,26,10,44,9
2023-03-01,Golden Hour,JVKE,27,10,26,9
2023-03-01,Sure Thing,Miguel,28,28,30,9
2023-03-01,Heart Like A Truck,Lainey Wilson,29,29,15,9
2023-03-01,Bad Habit,Steve Lacy,30,1,34,9
2023-03-01,Until I Found You,Stephen Sanchez,31,23,34,9
2023-03-01,Shirt,SZA,32,11,17,9
2023-03-01,Snooze,SZA,33,29,11,9
2023-03-01,Painting Pictures,Superstar Pride,34,34,2,9
2023-03-01,Wait For U,Future Featuring Drake & Tems,35,1,40,9
2023-03-01,The Kind Of Love We Make,Luke Combs,36,8,31,9
2023-03-01,I Like You (A Happier Song),Post Malone Featuring Doja Cat,37,3,35,9
2023-03-01,Love You Anyway,Luke Combs,38,15,2,9
2023-03-01,Bebe Dame,Fuerza Regida X Grupo Frontera,39,25,9,9
2023-03-01,Bzrp Music Sessions; Vol. 53,Bizarrap & Shakira,40,9,6,9
2023-03-01,Wait In The Truck,HARDY Featuring Lainey Wilson,41,23,25,9
2023-03-01,She Had Me At Heads Carolina,Cole Swindell,42,16,35,9
2023-03-01,Dawns,Zach Bryan Featuring Maggie Rogers,43,42,4,9
2023-03-01,What My World Spins Around,Jordan Davis,44,40,28,9
2023-03-01,About Damn Time,Lizzo,45,1,41,9
2023-03-01,Tomorrow 2,GloRilla & Cardi B,46,9,22,9
2023-03-01,Bloody Mary,Lady Gaga,47,47,8,9
2023-03-01,Nobody Gets Me,SZA,48,10,11,9
2023-03-01,Hope,NF,49,1,-,9
2023-03-01,Unstoppable,Sia,50,28,28,9
2023-03-01,Favorite Song,Toosii,51,1,-,9
