Date,Song,Artist,Rank,Peak Position,Weeks in Charts,Week
2023-03-08,Split,Yeat,79,1,-,10
2023-03-08,AMG,Gabito Ballesteros| Peso Pluma & Natanael Cano,80,66,6,10
2023-03-08,10:35,Tiesto Featuring Tate McRae,81,69,6,10
2023-03-08,Cairo,Karol G & Ovy On The Drums,82,1,-,10
2023-03-08,Shmunk,Yeat Featuring YoungBoy Never Broke Again,83,1,-,10
2023-03-08,Hope,NF,84,49,2,10
2023-03-08,That's What Tequila Does,Jason Aldean,85,77,8,10
2023-03-08,Pero Tu,Karol G & Quevedo,86,1,-,10
2023-03-08,Trance,Metro Boomin| Travis Scott & Young Thug,87,42,4,10
2023-03-08,Dirt,Key Glock,88,1,-,10
2023-03-08,Joe,Luke Combs,89,1,-,10
2023-03-08,Gold,Dierks Bentley,90,90,2,10
2023-03-08,PRC,Peso Pluma X Natanael Cano,91,73,4,10
2023-03-08,Human,Cody Johnson,92,84,7,10
2023-03-08,Everything I Love,Morgan Wallen,93,51,5,10
2023-03-08,Here With Me,d4vd,94,60,9,10
2023-03-08,Ojos Ferrari,Karol G| Justin Quiles & Angel Dior,95,1,-,10
2023-03-08,Besties,Karol G,96,1,-,10
2023-03-08,Yandel 150,Yandel & Feid,97,90,4,10
2023-03-08,Manana Sera Bonito,Karol G & Carla Morrison,98,1,-,10
2023-03-08,The Color Violet,Tory Lanez,99,63,9,10
2023-03-08,Die 4 Me,Halsey,100,1,-,10
2023-03-15,Last Night,Morgan Wallen,1,1,6,11
2023-03-15,Flowers,Miley Cyrus,2,1,8,11
2023-03-15,Kill Bill,SZA,3,2,13,11
2023-03-15,Die For You,The Weeknd & Ariana Grande,4,1,32,11
2023-03-15,Boy's A Liar; Pt. 2,PinkPantheress & Ice Spice,5,3,5,11
2023-03-15,Creepin',Metro Boomin| The Weeknd & 21 Savage,6,3,14,11
2023-03-15,Thought You Should Know,Morgan Wallen,7,7,30,11
2023-03-15,You Proof,Morgan Wallen,8,5,43,11
2023-03-15,Thinkin' Bout Me,Morgan Wallen,9,1,-,11
2023-03-15,One Thing At A Time,Morgan Wallen,10,10,14,11
2023-03-15,Ain't That Some,Morgan Wallen,11,1,-,11
2023-03-15,Anti-Hero,Taylor Swift,12,1,20,11
2023-03-15,Red Ruby Da Sleeze,Nicki Minaj,13,1,-,11
2023-03-15,Everything I Love,Morgan Wallen,14,14,6,11
2023-03-15,Man Made A Bar,Morgan Wallen Featuring Eric Church,15,1,-,11
2023-03-15,Unholy,Sam Smith & Kim Petras,16,1,24,11
2023-03-15,TQG,Karol G x Shakira,17,7,2,11
2023-03-15,I Wrote The Book,Morgan Wallen,18,18,6,11
2023-03-15,Calm Down,Rema & Selena Gomez,19,15,27,11
2023-03-15,Rock And A Hard Place,Bailey Zimmerman,20,16,39,11
2023-03-15,I'm Good (Blue),David Guetta & Bebe Rexha,21,4,28,11
2023-03-15,Just Wanna Rock,Lil Uzi Vert,22,10,21,11
2023-03-15,As It Was,Harry Styles,23,1,49,11
2023-03-15,Players,Coi Leray,24,16,10,11
2023-03-15,Cuff It,Beyonce,25,6,30,11
2023-03-15,Under The Influence,Chris Brown,26,12,26,11
2023-03-15,'98 Braves,Morgan Wallen,27,1,-,11
2023-03-15,Thank God,Kane Brown With Katelyn Brown,28,13,26,11
2023-03-15,Devil Don't Know,Morgan Wallen,29,1,-,11
2023-03-15,Sunrise,Morgan Wallen,30,1,-,11
2023-03-15,Lavender Haze,Taylor Swift,31,2,20,11
2023-03-15,Born With A Beer In My Hand,Morgan Wallen,32,1,-,11
2023-03-15,Escapism,RAYE Featuring 070 Shake,33,22,14,11
2023-03-15,Rich Flex,Drake & 21 Savage,34,2,18,11
2023-03-15,Whiskey Friends,Morgan Wallen,35,1,-,11
2023-03-15,Going; Going; Gone,Luke Combs,36,23,17,11
2023-03-15,Sure Thing,Miguel,37,28,32,11
2023-03-15,Tennessee Numbers,Morgan Wallen,38,1,-,11
2023-03-15,Until I Found You,Stephen Sanchez,39,23,36,11
2023-03-15,Cowgirls,Morgan Wallen Featuring ERNEST,40,1,-,11
2023-03-15,Hope That's True,Morgan Wallen,41,1,-,11
2023-03-15,Something In The Orange,Zach Bryan,42,10,46,11
2023-03-15,Dying Man,Morgan Wallen,43,1,-,11
2023-03-15,Keith Whitley,Morgan Wallen,44,1,-,11
2023-03-15,Superhero (Heroes & Villains),Metro Boomin| Future & Chris Brown,45,8,14,11
2023-03-15,Snooze,SZA,46,29,13,11
2023-03-15,In The Bible,Morgan Wallen Featuring HARDY,47,1,-,11
2023-03-15,Neon Star (Country Boy Lullaby),Morgan Wallen,48,1,-,11
2023-03-15,Golden Hour,JVKE,49,10,28,11
2023-03-15,Shirt,SZA,50,11,19,11
2023-03-15,Me + All Your Reasons,Morgan Wallen,51,1,-,11
2023-03-15,I Deserve A Drink,Morgan Wallen,52,1,-,11
2023-03-15,F150-50,Morgan Wallen,53,1,-,11
2023-03-15,Tennessee Fan,Morgan Wallen,54,6,-,11
2023-03-15,Heart Like A Truck,Lainey Wilson,55,29,17,11
2023-03-15,Single Than She Was,Morgan Wallen,56,1,-,11
2023-03-15,Made You Look,Meghan Trainor,57,11,20,11
2023-03-15,Wait In The Truck,HARDY Featuring Lainey Wilson,58,23,27,11
2023-03-15,Wine Into Water,Morgan Wallen,59,1,-,11
2023-03-15,On The Street,j-hope With J. Cole,60,1,-,11
2023-03-15,Days That End In Why,Morgan Wallen,61,2,-,11
2023-03-15,Painting Pictures,Superstar Pride,62,25,4,11
2023-03-15,180 (Lifestyle),Morgan Wallen,63,1,-,11
2023-03-15,Bebe Dame,Fuerza Regida X Grupo Frontera,64,25,11,11
2023-03-15,Last Drive Down Main,Morgan Wallen,65,1,-,11
2023-03-15,Bloody Mary,Lady Gaga,66,46,10,11
2023-03-15,Favorite Song,Toosii,67,44,3,11
2023-03-15,Spin Bout U,Drake & 21 Savage,68,5,18,11
2023-03-15,Good Girl Gone Missin',Morgan Wallen,69,1,-,11
2023-03-15,Bzrp Music Sessions; Vol. 53,Bizarrap & Shakira,70,9,8,11
2023-03-15,Me To Me,Morgan Wallen,71,1,-,11
2023-03-15,Money On Me,Morgan Wallen,72,1,-,11
2023-03-15,Nobody Gets Me,SZA,73,10,13,11
2023-03-15,Love You Anyway,Luke Combs,74,15,4,11
2023-03-15,Had It,Morgan Wallen,75,1,-,11
2023-03-15,Outlook,Morgan Wallen,76,1,-,11
2023-03-15,Don't Think Jesus,Morgan Wallen,77,6,-,11
2023-03-15,Special,Lizzo Featuring SZA,78,52,4,11
2023-03-15,What He Didn't Do,Carly Pearce,79,53,12,11
2023-03-15,Ceilings,Lizzy McAlpine,80,60,3,11
2023-03-15,Wild As Her,Corey Kent,81,58,22,11
2023-03-15,Watch This (ARIZONATEARS Pluggnb Remix),Lil Uzi Vert,82,56,3,11
2023-03-15,Handle On You,Parker McCollum,83,55,10,11
2023-03-15,Next Thing You Know,Jordan Davis,84,67,7,11
2023-03-15,In Ha Mood,Ice Spice,85,68,5,11
2023-03-15,Freestyle,Lil Baby,86,59,23,11
2023-03-15,Dawns,Zach Bryan Featuring Maggie Rogers,87,42,6,11
2023-03-15,Love Again,The Kid LAROI,88,40,6,11
2023-03-15,Private Landing,Don Toliver Featuring Justin Bieber & Future,89,72,2,11
2023-03-15,Que Vuelvas,Carin Leon X Grupo Frontera,90,50,11,11
2023-03-15,Tennessee Orange,Megan Moroney,91,53,13,11
2023-03-15,Low,SZA,92,17,13,11
2023-03-15,X Si Volvemos,Karol G x Romeo Santos,93,48,5,11
2023-03-15,Trance,Metro Boomin| Travis Scott & Young Thug,94,42,5,11
2023-03-15,Forever,Lil Baby Featuring Fridayy,95,8,9,11
2023-03-15,Nonsense,Sabrina Carpenter,96,56,8,11
2023-03-15,AMG,Gabito Ballesteros| Peso Pluma & Natanael Cano,97,66,7,11
2023-03-15,Lift Me Up,Rihanna,98,2,19,11
2023-03-15,You Didn't,Brett Young,99,63,9,11
2023-03-15,10:35,Tiesto Featuring Tate McRae,100,69,7,11
2023-03-22,Flowers,Miley Cyrus,1,1,9,12
2023-03-22,Last Night,Morgan Wallen,2,1,7,12
2023-03-22,Kill Bill,SZA,3,2,14,12
2023-03-22,Die For You,The Weeknd & Ariana Grande,4,1,33,12
2023-03-22,Creepin',Metro Boomin| The Weeknd & 21 Savage,5,3,15,12
2023-03-22,Boy's A Liar; Pt. 2,PinkPantheress & Ice Spice,6,3,6,12
2023-03-22,Anti-Hero,Taylor Swift,7,1,21,12
2023-03-22,Calm Down,Rema & Selena Gomez,8,8,28,12
2023-03-22,Thought You Should Know,Morgan Wallen,9,7,31,12
2023-03-22,You Proof,Morgan Wallen,10,5,44,12
2023-03-22,Rock And A Hard Place,Bailey Zimmerman,11,11,40,12
2023-03-22,Players,Coi Leray,12,12,11,12
2023-03-22,Unholy,Sam Smith & Kim Petras,13,1,25,12
2023-03-22,I'm Good (Blue),David Guetta & Bebe Rexha,14,4,29,12
2023-03-22,As It Was,Harry Styles,15,1,50,12
2023-03-22,Under The Influence,Chris Brown,16,12,27,12
2023-03-22,Thinkin' Bout Me,Morgan Wallen,17,9,2,12
2023-03-22,Just Wanna Rock,Lil Uzi Vert,18,10,22,12
2023-03-22,TQG,Karol G x Shakira,19,7,3,12
2023-03-22,One Thing At A Time,Morgan Wallen,20,10,15,12
2023-03-22,Thank God,Kane Brown With Katelyn Brown,21,13,27,12
2023-03-22,Cuff It,Beyonce,22,6,31,12
2023-03-22,Escapism,RAYE Featuring 070 Shake,23,22,15,12
2023-03-22,Sure Thing,Miguel,24,24,33,12
2023-03-22,Lavender Haze,Taylor Swift,25,2,21,12
2023-03-22,Rich Flex,Drake & 21 Savage,26,2,19,12
2023-03-22,Going; Going; Gone,Luke Combs,27,23,18,12
2023-03-22,Until I Found You,Stephen Sanchez,28,23,37,12
2023-03-22,Everything I Love,Morgan Wallen,29,14,7,12
2023-03-22,Something In The Orange,Zach Bryan,30,10,47,12
2023-03-22,Ain't That Some,Morgan Wallen,31,11,2,12
2023-03-22,River,Miley Cyrus,32,1,-,12
2023-03-22,I Wrote The Book,Morgan Wallen,33,18,7,12
2023-03-22,Superhero (Heroes & Villains),Metro Boomin| Future & Chris Brown,34,8,15,12
2023-03-22,Snooze,SZA,35,29,14,12
2023-03-22,Favorite Song,Toosii,36,36,4,12
2023-03-22,Red Ruby Da Sleeze,Nicki Minaj,37,13,2,12
2023-03-22,Heart Like A Truck,Lainey Wilson,38,29,18,12
2023-03-22,Shirt,SZA,39,11,20,12
2023-03-22,Golden Hour,JVKE,40,10,29,12
2023-03-22,Man Made A Bar,Morgan Wallen Featuring Eric Church,41,15,2,12
2023-03-22,Wait In The Truck,HARDY Featuring Lainey Wilson,42,23,28,12
2023-03-22,Bloody Mary,Lady Gaga,43,43,11,12
2023-03-22,Bzrp Music Sessions; Vol. 53,Bizarrap & Shakira,44,9,9,12
2023-03-22,Spin Bout U,Drake & 21 Savage,45,5,19,12
2023-03-22,Made You Look,Meghan Trainor,46,11,21,12
2023-03-22,Bebe Dame,Fuerza Regida X Grupo Frontera,47,25,12,12
2023-03-22,'98 Braves,Morgan Wallen,48,27,2,12
2023-03-22,Sunrise,Morgan Wallen,49,30,2,12
2023-03-22,Nobody Gets Me,SZA,50,10,14,12
2023-03-22,Cowgirls,Morgan Wallen Featuring ERNEST,51,40,2,12
2023-03-22,What He Didn't Do,Carly Pearce,52,52,13,12
2023-03-22,Painting Pictures,Superstar Pride,53,25,5,12
2023-03-22,Ceilings,Lizzy McAlpine,54,54,4,12
2023-03-22,Handle On You,Parker McCollum,55,55,11,12
2023-03-22,Jaded,Miley Cyrus,56,1,-,12
2023-03-22,Wild As Her,Corey Kent,57,57,23,12
2023-03-22,In Ha Mood,Ice Spice,58,58,6,12
2023-03-22,Special,Lizzo Featuring SZA,59,52,5,12
2023-03-22,Next Thing You Know,Jordan Davis,60,60,8,12
2023-03-22,Whiskey Friends,Morgan Wallen,61,35,2,12
2023-03-22,Love You Anyway,Luke Combs,62,15,5,12
2023-03-22,Devil Don't Know,Morgan Wallen,63,29,2,12
2023-03-22,Trance,Metro Boomin| Travis Scott & Young Thug,64,42,6,12
2023-03-22,Freestyle,Lil Baby,65,59,24,12
2023-03-22,Watch This (ARIZONATEARS Pluggnb Remix),Lil Uzi Vert,66,56,4,12
2023-03-22,Born With A Beer In My Hand,Morgan Wallen,67,32,2,12
2023-03-22,Thousand Miles,Miley Cyrus Featuring Brandi Carlile,68,1,-,12
2023-03-22,Love Again,The Kid LAROI,69,40,7,12
2023-03-22,Dying Man,Morgan Wallen,70,43,2,12
2023-03-22,Dawns,Zach Bryan Featuring Maggie Rogers,71,42,7,12
2023-03-22,Lift Me Up,Rihanna,72,2,20,12
2023-03-22,Neon Star (Country Boy Lullaby),Morgan Wallen,73,48,2,12
2023-03-22,Tennessee Numbers,Morgan Wallen,74,38,2,12
2023-03-22,Tennessee Orange,Megan Moroney,75,53,14,12
2023-03-22,Tennessee Fan,Morgan Wallen,76,49,7,12
2023-03-22,Hope That's True,Morgan Wallen,77,41,2,12
2023-03-22,Nonsense,Sabrina Carpenter,78,56,9,12
2023-03-22,Yandel 150,Yandel & Feid,79,5,-,12
2023-03-22,Keith Whitley,Morgan Wallen,80,44,2,12
2023-03-22,Me + All Your Reasons,Morgan Wallen,81,51,2,12
2023-03-22,Forever,Lil Baby Featuring Fridayy,82,8,10,12
2023-03-22,Low,SZA,83,17,14,12
2023-03-22,Que Vuelvas,Carin Leon X Grupo Frontera,84,50,12,12
2023-03-22,I Deserve A Drink,Morgan Wallen,85,52,2,12
2023-03-22,AMG,Gabito Ballesteros| Peso Pluma & Natanael Cano,86,66,8,12
2023-03-22,You Didn't,Brett Young,87,63,10,12
2023-03-22,In The Bible,Morgan Wallen Featuring HARDY,88,47,2,12
2023-03-22,10:35,Tiesto Featuring Tate McRae,89,69,8,12
2023-03-22,Single Than She Was,Morgan Wallen,90,56,2,12
2023-03-22,Rose Colored Lenses,Miley Cyrus,91,1,-,12
2023-03-22,Por Las Noches,Peso Pluma,92,1,-,12
2023-03-22,Heaven,Niall Horan,93,3,-,12
2023-03-22,X Si Volvemos,Karol G x Romeo Santos,94,48,6,12
2023-03-22,PRC,Peso Pluma X Natanael Cano,95,5,-,12
2023-03-22,180 (Lifestyle),Morgan Wallen,96,63,2,12
2023-03-22,F150-50,Morgan Wallen,97,53,2,12
2023-03-22,Private Landing,Don Toliver Featuring Justin Bieber & Future,98,72,3,12
2023-03-22,Dancin' In The Country,Tyler Hubbard,99,4,-,12
2023-03-22,Wine Into Water,Morgan Wallen,100,59,2,12
2023-03-29,Flowers,Miley Cyrus,1,1,10,13
2023-03-29,Last Night,Morgan Wallen,2,1,8,13
2023-03-29,Kill Bill,SZA,3,2,15,13
2023-03-29,Creepin',Metro Boomin| The Weeknd & 21 Savage,4,3,16,13
2023-03-29,Die For You,The Weeknd & Ariana Grande,5,1,34,13
2023-03-29,Boy's A Liar; Pt. 2,PinkPantheress & Ice Spice,6,3,7,13
2023-03-29,Anti-Hero,Taylor Swift,7,1,22,13
2023-03-29,Calm Down,Rema & Selena Gomez,8,8,29,13
2023-03-29,Players,Coi Leray,9,9,12,13
2023-03-29,Rock And A Hard Place,Bailey Zimmerman,10,10,41,13
2023-03-29,Thought You Should Know,Morgan Wallen,11,7,32,13
2023-03-29,All Of The Girls You Loved Before,Taylor Swift,12,1,-,13
2023-03-29,You Proof,Morgan Wallen,13,5,45,13
2023-03-29,Under The Influence,Chris Brown,14,12,28,13
2023-03-29,As It Was,Harry Styles,15,1,51,13
2023-03-29,I'm Good (Blue),David Guetta & Bebe Rexha,16,4,30,13
2023-03-29,Lavender Haze,Taylor Swift,17,2,22,13
2023-03-29,Unholy,Sam Smith & Kim Petras,18,1,26,13
2023-03-29,Just Wanna Rock,Lil Uzi Vert,19,10,23,13
2023-03-29,Thinkin' Bout Me,Morgan Wallen,20,9,3,13
2023-03-29,Favorite Song,Toosii,21,21,5,13
2023-03-29,TQG,Karol G x Shakira,22,7,4,13
2023-03-29,Sure Thing,Miguel,23,23,34,13
2023-03-29,Escapism,RAYE Featuring 070 Shake,24,22,16,13
2023-03-29,One Thing At A Time,Morgan Wallen,25,10,16,13
2023-03-29,Ella Baila Sola,Eslabon Armado X Peso Pluma,26,1,-,13
2023-03-29,Rich Flex,Drake & 21 Savage,27,2,20,13
2023-03-29,Thank God,Kane Brown With Katelyn Brown,28,13,28,13
2023-03-29,Until I Found You,Stephen Sanchez,29,23,38,13
2023-03-29,Set Me Free; Pt. 2,Jimin,30,1,-,13
2023-03-29,Cuff It,Beyonce,31,6,32,13
2023-03-29,Going; Going; Gone,Luke Combs,32,23,19,13
2023-03-29,Something In The Orange,Zach Bryan,33,10,48,13
2023-03-29,Superhero (Heroes & Villains),Metro Boomin| Future & Chris Brown,34,8,16,13
2023-03-29,Heart Like A Truck,Lainey Wilson,35,29,19,13
2023-03-29,Snooze,SZA,36,29,15,13
2023-03-29,What He Didn't Do,Carly Pearce,37,37,14,13
2023-03-29,Everything I Love,Morgan Wallen,38,14,8,13
2023-03-29,Ain't That Some,Morgan Wallen,39,11,3,13
2023-03-29,Spin Bout U,Drake & 21 Savage,40,5,20,13
2023-03-29,Bloody Mary,Lady Gaga,41,41,12,13
2023-03-29,Golden Hour,JVKE,42,10,30,13
2023-03-29,Wait In The Truck,HARDY Featuring Lainey Wilson,43,23,29,13
2023-03-29,Shirt,SZA,44,11,21,13
2023-03-29,5 Leaf Clover,Luke Combs,45,1,-,13
2023-03-29,I Wrote The Book,Morgan Wallen,46,18,8,13
2023-03-29,Red Ruby Da Sleeze,Nicki Minaj,47,13,3,13
2023-03-29,Painting Pictures,Superstar Pride,48,25,6,13
2023-03-29,Love You Anyway,Luke Combs,49,15,6,13
2023-03-29,Bebe Dame,Fuerza Regida X Grupo Frontera,50,25,13,13
2023-03-29,Man Made A Bar,Morgan Wallen Featuring Eric Church,51,15,3,13
2023-03-29,Nobody Gets Me,SZA,52,10,15,13
2023-03-29,Bzrp Music Sessions; Vol. 53,Bizarrap & Shakira,53,9,10,13
2023-03-29,Cowgirls,Morgan Wallen Featuring ERNEST,54,40,3,13
2023-03-29,Next Thing You Know,Jordan Davis,55,55,9,13
2023-03-29,Ceilings,Lizzy McAlpine,56,54,5,13
2023-03-29,Wild As Her,Corey Kent,57,57,24,13
2023-03-29,Handle On You,Parker McCollum,58,55,12,13
2023-03-29,River,Miley Cyrus,59,32,2,13
2023-03-29,In Ha Mood,Ice Spice,60,58,7,13
2023-03-29,'98 Braves,Morgan Wallen,61,27,3,13
2023-03-29,Sunrise,Morgan Wallen,62,30,3,13
2023-03-29,Special,Lizzo Featuring SZA,63,52,6,13
2023-03-29,Freestyle,Lil Baby,64,59,25,13
2023-03-29,Love Again,The Kid LAROI,65,40,8,13
2023-03-29,Trance,Metro Boomin| Travis Scott & Young Thug,66,42,7,13
2023-03-29,Eat Your Young,Hozier,67,1,-,13
2023-03-29,Tennessee Orange,Megan Moroney,68,53,15,13
2023-03-29,Nonsense,Sabrina Carpenter,69,56,10,13
2023-03-29,AMG,Gabito Ballesteros| Peso Pluma & Natanael Cano,70,66,9,13
2023-03-29,Yandel 150,Yandel & Feid,71,71,6,13
2023-03-29,Por Las Noches,Peso Pluma,72,72,2,13
2023-03-29,PRC,Peso Pluma X Natanael Cano,73,73,6,13
2023-03-29,Forever,Lil Baby Featuring Fridayy,74,8,11,13
2023-03-29,Watch This (ARIZONATEARS Pluggnb Remix),Lil Uzi Vert,75,56,5,13
2023-03-29,Dawns,Zach Bryan Featuring Maggie Rogers,76,42,8,13
2023-03-29,La Bebe,Yng Lvcas x Peso Pluma,77,1,-,13
2023-03-29,Que Vuelvas,Carin Leon X Grupo Frontera,78,50,13,13
2023-03-29,Dying Man,Morgan Wallen,79,43,3,13
2023-03-29,Whiskey Friends,Morgan Wallen,80,35,3,13
2023-03-29,Low,SZA,81,17,15,13
2023-03-29,Heaven,Niall Horan,82,62,4,13
2023-03-29,Dancin' In The Country,Tyler Hubbard,83,83,5,13
2023-03-29,El Gordo Trae El Mando,Chino Pacas,84,1,-,13
2023-03-29,10:35,Tiesto Featuring Tate McRae,85,69,9,13
2023-03-29,Devil Don't Know,Morgan Wallen,86,29,3,13
2023-03-29,Coco Chanel,Eladio Carrion & Bad Bunny,87,1,-,13
2023-03-29,ICU,Coco Jones,88,1,-,13
2023-03-29,You Didn't,Brett Young,89,63,11,13
2023-03-29,Neon Star (Country Boy Lullaby),Morgan Wallen,90,48,3,13
2023-03-29,Human,Cody Johnson,91,8,-,13
2023-03-29,Moonlight,Kali Uchis,92,1,-,13
2023-03-29,Gold,Dierks Bentley,93,3,-,13
2023-03-29,Born With A Beer In My Hand,Morgan Wallen,94,32,3,13
2023-03-29,Death,Melanie Martinez,95,1,-,13
2023-03-29,Nasty,Russ,96,1,-,13
2023-03-29,Jaded,Miley Cyrus,97,56,2,13
2023-03-29,Here With Me,d4vd,98,10,-,13
2023-03-29,Me + All Your Reasons,Morgan Wallen,99,51,3,13
2023-03-29,Cupid,Fifty Fifty,100,1,-,13
2023-04-05,Like Crazy,Jimin,1,1,-,14
2023-04-05,Flowers,Miley Cyrus,2,1,11,14
2023-04-05,Last Night,Morgan Wallen,3,1,9,14
2023-04-05,Kill Bill,SZA,4,2,16,14
2023-04-05,Creepin',Metro Boomin| The Weeknd & 21 Savage,5,3,17,14
2023-04-05,Die For You,The Weeknd & Ariana Grande,6,1,35,14
2023-04-05,Boy's A Liar; Pt. 2,PinkPantheress & Ice Spice,7,3,8,14
2023-04-05,Calm Down,Rema & Selena Gomez,8,8,30,14
2023-04-05,Anti-Hero,Taylor Swift,9,1,23,14
2023-04-05,Players,Coi Leray,10,9,13,14
2023-04-05,You Proof,Morgan Wallen,11,5,46,14
2023-04-05,As It Was,Harry Styles,12,1,52,14
2023-04-05,Rock And A Hard Place,Bailey Zimmerman,13,10,42,14
2023-04-05,Under The Influence,Chris Brown,14,12,29,14
2023-04-05,I'm Good (Blue),David Guetta & Bebe Rexha,15,4,31,14
2023-04-05,Lavender Haze,Taylor Swift,16,2,23,14
2023-04-05,Favorite Song,Toosii,17,17,6,14
2023-04-05,Sure Thing,Miguel,18,18,35,14
2023-04-05,Thought You Should Know,Morgan Wallen,19,7,33,14
2023-04-05,Thinkin' Bout Me,Morgan Wallen,20,9,4,14
2023-04-05,Just Wanna Rock,Lil Uzi Vert,21,10,24,14
2023-04-05,Escapism,RAYE Featuring 070 Shake,22,22,17,14
2023-04-05,Unholy,Sam Smith & Kim Petras,23,1,27,14
2023-04-05,Love You Anyway,Luke Combs,24,15,7,14
2023-04-05,One Thing At A Time,Morgan Wallen,25,10,17,14
2023-04-05,Eyes Closed,Ed Sheeran,26,1,-,14
2023-04-05,Something In The Orange,Zach Bryan,27,10,49,14
2023-04-05,TQG,Karol G x Shakira,28,7,5,14
2023-04-05,Thank God,Kane Brown With Katelyn Brown,29,13,29,14
2023-04-05,Rich Flex,Drake & 21 Savage,30,2,21,14
2023-04-05,Ella Baila Sola,Eslabon Armado X Peso Pluma,31,26,2,14
2023-04-05,Heart Like A Truck,Lainey Wilson,32,29,20,14
2023-04-05,5 Leaf Clover,Luke Combs,33,33,2,14
2023-04-05,La Bebe,Yng Lvcas x Peso Pluma,34,34,2,14
2023-04-05,Until I Found You,Stephen Sanchez,35,23,39,14
2023-04-05,Cuff It,Beyonce,36,6,33,14
2023-04-05,Snooze,SZA,37,29,16,14
2023-04-05,Superhero (Heroes & Villains),Metro Boomin| Future & Chris Brown,38,8,17,14
2023-04-05,All Of The Girls You Loved Before,Taylor Swift,39,12,2,14
2023-04-05,Wait In The Truck,HARDY Featuring Lainey Wilson,40,23,30,14
2023-04-05,Spin Bout U,Drake & 21 Savage,41,5,21,14
2023-04-05,Going; Going; Gone,Luke Combs,42,23,20,14
2023-04-05,Bloody Mary,Lady Gaga,43,41,13,14
2023-04-05,Fast Car,Luke Combs,44,1,-,14
2023-04-05,Shirt,SZA,45,11,22,14
2023-04-05,Golden Hour,JVKE,46,10,31,14
2023-04-05,What He Didn't Do,Carly Pearce,47,37,15,14
2023-04-05,Everything I Love,Morgan Wallen,48,14,9,14
2023-04-05,Ain't That Some,Morgan Wallen,49,11,4,14
2023-04-05,Low Down,Lil Baby,50,2,-,14
2023-04-05,Red Ruby Da Sleeze,Nicki Minaj,51,13,4,14
2023-04-05,Beso,Rosalia & Rauw Alejandro,52,1,-,14
2023-04-05,Handle On You,Parker McCollum,53,53,13,14
2023-04-05,Growin' Up And Gettin' Old,Luke Combs,54,4,-,14
2023-04-05,I Wrote The Book,Morgan Wallen,55,18,9,14
2023-04-05,Painting Pictures,Superstar Pride,56,25,7,14
2023-04-05,Bebe Dame,Fuerza Regida X Grupo Frontera,57,25,14,14
2023-04-05,Wild As Her,Corey Kent,58,57,25,14
2023-04-05,Man Made A Bar,Morgan Wallen Featuring Eric Church,59,15,4,14
2023-04-05,Cowgirls,Morgan Wallen Featuring ERNEST,60,40,4,14
2023-04-05,Next Thing You Know,Jordan Davis,61,55,10,14
2023-04-05,Nonsense,Sabrina Carpenter,62,56,11,14
2023-04-05,Bzrp Music Sessions; Vol. 53,Bizarrap & Shakira,63,9,11,14
2023-04-05,Tennessee Orange,Megan Moroney,64,53,16,14
2023-04-05,Nobody Gets Me,SZA,65,10,16,14
2023-04-05,Special,Lizzo Featuring SZA,66,52,7,14
2023-04-05,AMG,Gabito Ballesteros| Peso Pluma & Natanael Cano,67,66,10,14
2023-04-05,In Ha Mood,Ice Spice,68,58,8,14
2023-04-05,Don't Play With It,Lola Brooke X Latto X Yung Miami Or Featuring Billy B,69,1,-,14
2023-04-05,Ceilings,Lizzy McAlpine,70,54,6,14
2023-04-05,Love Again,The Kid LAROI,71,40,9,14
2023-04-05,Trance,Metro Boomin| Travis Scott & Young Thug,72,42,8,14
2023-04-05,Yandel 150,Yandel & Feid,73,71,7,14
2023-04-05,ICU,Coco Jones,74,74,2,14
2023-04-05,Dancin' In The Country,Tyler Hubbard,75,75,6,14
2023-04-05,Por Las Noches,Peso Pluma,76,72,3,14
2023-04-05,Sunrise,Morgan Wallen,77,30,4,14
2023-04-05,PRC,Peso Pluma X Natanael Cano,78,73,7,14
2023-04-05,'98 Braves,Morgan Wallen,79,27,4,14
2023-04-05,River,Miley Cyrus,80,32,3,14
2023-04-05,Dogtooth,Tyler| The Creator,81,1,-,14
2023-04-05,Slut Me Out,NLE Choppa,82,2,-,14
2023-04-05,Forever,Lil Baby Featuring Fridayy,83,8,12,14
2023-04-05,Watch This (ARIZONATEARS Pluggnb Remix),Lil Uzi Vert,84,56,6,14
2023-04-05,Dawns,Zach Bryan Featuring Maggie Rogers,85,42,9,14
2023-04-05,The Light,Juice WRLD,86,1,-,14
2023-04-05,Que Vuelvas,Carin Leon X Grupo Frontera,87,50,14,14
2023-04-05,Heaven,Niall Horan,88,62,5,14
2023-04-05,Human,Cody Johnson,89,84,9,14
2023-04-05,Dying Man,Morgan Wallen,90,43,4,14
2023-04-05,Low,SZA,91,17,16,14
2023-04-05,Gold,Dierks Bentley,92,90,4,14
2023-04-05,Coco Chanel,Eladio Carrion & Bad Bunny,93,87,2,14
2023-04-05,Cupid,Fifty Fifty,94,94,2,14
2023-04-05,El Gordo Trae El Mando,Chino Pacas,95,84,2,14
2023-04-05,Eat Your Young,Hozier,96,67,2,14
2023-04-05,Ch y La Pizza,Fuerza Regida X Natanael Cano,97,1,-,14
2023-04-05,Whiskey Friends,Morgan Wallen,98,35,4,14
2023-04-05,Moonlight,Kali Uchis,99,92,2,14
2023-04-05,Memory Lane,Old Dominion,100,1,-,14
2023-04-12,Last Night,Morgan Wallen,1,1,10,15
