track_name,artist(s)_name,in_spotify_playlists,in_spotify_charts,streams,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,cover_url,release_date
A Holly Jolly Christmas - Single Version,Burl Ives,7930,0,395591396,140,Unknown,Major,67,81,36,64,0,15,3,https://i.scdn.co/image/ab67616d0000b273b9b921f8a3b8f0b20f73cb98,1952-01-01
The Christmas Song (Merry Christmas To You) - Remastered 1999,Nat King Cole,11500,0,389771964,139,C#,Major,36,22,15,84,0,11,4,https://i.scdn.co/image/ab67616d0000b273e02cc6524dcecb6608fee0b3,1946-11-01
Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,1685,0,403939487,95,B,Major,75,74,58,36,0,9,3,https://i.scdn.co/image/ab67616d0000b2733cef016d13d82873d45af84a,1979-11-16
Do They Know It's Christmas? - 1984 Version,Band Aid,14169,0,481697415,115,Unknown,Major,60,23,57,0,2,27,3,https://i.scdn.co/image/ab67616d0000b273d549b09f0264901929eaa6e8,1984-11-25
Ghost in the Machine (feat. Phoebe Bridgers),"SZA, Phoebe Bridgers",1634,0,110073250,125,F#,Major,62,59,43,84,3,11,5,Not Found,2022-12-09
Special,SZA,906,0,88092256,76,Unknown,Major,60,19,20,78,0,11,5,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,2022-12-09
Merry Christmas Everyone,Shakin' Stevens,1087,0,351636786,101,C#,Minor,72,91,87,14,0,13,3,https://i.scdn.co/image/ab67616d0000b273d962f3b4235f8c6429a829fb,1984-01-01
Let It Snow! Let It Snow! Let It Snow!,"Frank Sinatra, B. Swanson Quartet",10585,0,473248298,143,D,Major,60,86,32,88,0,34,6,https://i.scdn.co/image/ab67616d0000b273df1066335619efa75889bcfc,1950-01-01
SOS,SZA,827,0,73981293,119,G,Minor,51,51,66,67,0,9,23,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,2022-12-09
Open Arms (feat. Travis Scott),"SZA, Travis Scott",1420,4,155653938,78,A,Major,67,22,59,76,1,15,16,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,2022-12-08
White Christmas,"Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers",11940,0,395591396,96,A,Major,23,19,25,91,0,40,3,https://i.scdn.co/image/ab67616d0000b273481bb0db1e8bd0c7104368a4,1942-01-01
Driving Home for Christmas - 2019 Remaster,Chris Rea,888,0,429504768,180,A,Major,51,87,58,36,0,18,4,https://i.scdn.co/image/ab67616d0000b273d8a8b34740a0289f7427b36a,1986-01-01
Christmas (Baby Please Come Home),Darlene Love,9122,0,242767149,126,D#,Major,34,35,76,39,0,8,5,https://i.scdn.co/image/ab67616d0000b273adad4220d51bd720481d4be4,1963-11-22
Gone Girl,SZA,892,0,65362788,150,F,Major,43,42,44,57,0,15,6,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,2022-12-09
F2F,SZA,989,0,67540165,90,D,Major,53,47,74,9,0,34,4,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,2022-12-09
Notice Me,SZA,819,0,62019074,160,F,Major,72,78,68,28,0,11,12,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,2022-12-09
Merry Christmas,"Ed Sheeran, Elton John",2209,0,135723538,114,Unknown,Major,59,60,94,24,0,10,4,https://i.scdn.co/image/ab67616d0000b273d8db7e7b7d4c1e90cd18ca3a,2017-11-10
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",6290,0,295998468,113,G,Major,73,72,32,77,0,15,5,Not Found,1958-01-01
My Only Wish (This Year),Britney Spears,6952,0,261116938,147,Unknown,Major,67,69,72,17,0,19,3,https://i.scdn.co/image/ab67616d0000b27316ed688a08ecd351560f4566,2000-11-07
Antidepresan,"Mabel Matiz, Mert Demir",313,2,136689549,100,B,Minor,70,92,59,3,0,10,3,Not Found,2022-11-04
Wild Flower (with youjeen),RM,353,2,135611421,155,G#,Major,49,42,77,3,0,12,9,https://i.scdn.co/image/ab67616d0000b273fa60e8a8d5ca09efc6098175,2022-12-02
I Hate U,SZA,4094,0,356709897,107,G,Minor,54,41,39,51,0,11,16,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,2021-12-03
Raindrops (Insane) [with Travis Scott],"Travis Scott, Metro Boomin",880,0,110649992,112,G#,Major,80,15,54,9,0,38,5,Not Found,2022-12-02
SPIT IN MY FACE!,ThxSoMch,573,0,301869854,166,C#,Major,70,57,57,9,20,11,7,https://i.scdn.co/image/ab67616d0000b27360ddc59c8d590a37cf2348f3,2022-10-31
Deck The Hall - Remastered 1999,Nat King Cole,3299,0,127027715,107,F#,Minor,69,96,36,81,0,8,4,https://i.scdn.co/image/ab67616d0000b273e506bca2ef0760607289c9a9,1959-01-01
Smoking on my Ex Pack,SZA,811,0,57144458,81,G#,Major,47,33,68,24,0,22,38,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,2022-12-09
Conceited,SZA,899,0,56870689,150,C#,Major,79,77,46,5,0,11,7,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,2022-12-09
Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",2415,0,323437194,110,A,Major,66,19,32,69,0,12,4,https://i.scdn.co/image/ab67616d0000b273fa747621a53c8e2cc436dee0,2022-10-21
Maroon,Taylor Swift,2304,0,317726339,108,G,Major,64,4,40,6,0,10,6,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,2022-10-21
Tubarï¿½ï¿½o Te,"Dj LK da Escï¿½ï¿½cia, Tchakabum, mc jhenny, M",1003,0,116144341,130,E,Minor,89,48,74,30,0,7,36,Not Found,2022-09-28
Bejeweled,Taylor Swift,2699,0,328207708,164,G,Major,70,39,56,6,0,9,7,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,2022-10-21
Tarot,"Bad Bunny, Jhay Cortez",2482,20,608228647,114,B,Minor,80,42,68,2,0,66,4,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,2022-05-06
You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani, Blake Shelton",2577,0,180577478,93,F,Major,63,93,88,1,0,12,4,https://i.scdn.co/image/ab67616d0000b273f1ead165a7504b97e66ea7c4,2005-09-20
Desesperados,"Chencho Corleone, Rauw Alejandro",6821,34,809306935,90,C#,Minor,87,51,69,36,0,9,8,Not Found,2021-06-25
Too Late,SZA,714,0,49262961,128,B,Major,45,35,68,78,0,39,8,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,2022-12-08
Party,"Bad Bunny, Rauw Alejandro",3185,4,614555082,97,A,Major,83,47,80,2,0,24,9,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,2022-05-06
Run Rudolph Run - Single Version,Chuck Berry,8612,0,245350949,152,G,Minor,69,94,71,79,0,7,8,https://i.scdn.co/image/ab67616d0000b27393cc654759c909d4c1123739,1958-01-01
Jingle Bells - Remastered 1999,Frank Sinatra,4326,0,178660459,175,G#,Major,51,94,34,73,0,10,5,https://i.scdn.co/image/ab67616d0000b27352693de430023c13b7976490,1957-01-01
Far,SZA,680,0,51641685,116,D,Major,61,48,55,67,0,16,8,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,2022-12-09
On Time (with John Legend),"John Legend, Metro Boomin",398,0,78139948,80,F,Minor,33,51,59,76,0,44,6,Not Found,2022-12-02
GATï¿½ï¿½,"Maldy, Karol G",3328,13,322336177,93,B,Minor,63,34,86,26,0,21,39,Not Found,2022-08-25
ýýýabcdefu,Gayle,7215,0,1007612429,122,E,Major,70,42,54,30,0,37,5,Not Found,2021-08-13
Sacrifice,The Weeknd,4440,0,326792833,122,G,Major,70,91,79,3,0,7,10,https://i.scdn.co/image/ab67616d0000b2731c7942eac1aece801758fccf,2022-01-07
Is There Someone Else?,The Weeknd,2881,6,391251368,135,A,Minor,70,60,58,4,0,16,3,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,2022-01-07
Fingers Crossed,"Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",2235,0,349585590,109,F,Major,60,45,47,62,0,31,5,https://i.scdn.co/image/ab67616d0000b273270a1c7644ec5a23c7d05272,2022-01-05
Out of Time,The Weeknd,3711,0,339659802,93,Unknown,Minor,65,82,74,27,0,32,5,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,2022-01-07
Do It To It,"Cherish, ACRAZE",12403,0,674772936,125,B,Minor,85,64,81,2,5,7,9,Not Found,2021-08-20
We Don't Talk About Bruno,"Adassa, Mauro Castillo, Stephanie Beatriz, Encanto - Cast, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan",2785,0,432719968,206,Unknown,Minor,58,83,45,36,0,11,8,Not Found,2021-11-19
Pepas,Farruko,14114,17,1309887447,130,G,Major,76,44,77,1,0,13,3,https://i.scdn.co/image/ab67616d0000b2734239a6aa89738d8f798168ad,2021-06-24
How Do I Make You Love Me?,The Weeknd,1915,0,119238316,121,G,Minor,80,62,51,2,0,9,8,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,2022-01-07
Gasoline,The Weeknd,2297,0,116903579,123,F#,Minor,74,35,73,0,0,21,5,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,2022-01-07
Infinity,Jaymes Young,4375,0,888046992,122,B,Minor,67,50,67,15,0,30,4,https://i.scdn.co/image/ab67616d0000b273a9897f65d1ead1be10a51e3f,2017-06-23
Less Than Zero,The Weeknd,2800,0,200660871,143,Unknown,Major,53,50,79,0,0,8,3,https://i.scdn.co/image/ab67616d0000b273b3a6d0134f197bce863369a6,2022-01-07
Take My Breath,The Weeknd,2597,0,130655803,121,A#,Minor,70,35,77,1,0,26,4,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,2021-08-06
good 4 u,Olivia Rodrigo,15563,6,1887039593,166,F#,Minor,56,68,66,28,0,11,18,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,2021-05-14
"Here We Goï¿½ï¿½ï¿½ Again (feat. Tyler, the Cr","The Weeknd, Tyler, The Creator",1420,0,88103848,135,C#,Major,41,27,64,36,0,60,3,Not Found,2022-01-07
Best Friends,The Weeknd,1292,0,101114984,87,E,Minor,49,49,59,44,0,35,21,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,2022-01-07
Kiss Me More (feat. SZA),"SZA, Doja Cat",15867,0,1575467011,111,G#,Major,77,74,66,30,0,13,3,Not Found,2021-04-09
I Heard You're Married (feat. Lil Wayne),"The Weeknd, Lil Wayne",1178,0,91656026,110,D,Major,75,85,84,10,0,31,19,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,2022-01-07
Need To Know,Doja Cat,6672,0,1042568408,130,C#,Major,66,19,61,30,0,9,7,https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a,2021-06-11
MONTERO (Call Me By Your Name),Lil Nas X,12329,0,1735441776,179,G#,Minor,61,76,51,30,0,38,15,https://i.scdn.co/image/ab67616d0000b273be82673b5f79d9658ec0a9fd,2020-09-18
love nwantiti (ah ah ah),Ckay,5669,2,726837877,93,F,Minor,74,53,73,61,0,13,4,https://i.scdn.co/image/ab67616d0000b273405fdad252857e01dbced96a,2019-07-26
Dawn FM,The Weeknd,811,0,53933526,78,A,Minor,27,10,49,62,0,49,5,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,2022-01-07
Surface Pressure,Jessica Darrow,1756,0,267758538,180,D,Major,65,37,58,2,0,4,31,https://i.scdn.co/image/ab67616d0000b273e1ac646ed6f25125e2a77229,2021-11-19
Starry Eyes,The Weeknd,1014,0,74601456,86,A,Minor,28,13,41,50,0,19,3,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,2022-01-07
THATS WHAT I WANT,Lil Nas X,7963,0,920797189,88,C#,Minor,74,55,85,1,0,5,22,https://i.scdn.co/image/ab67616d0000b273be82673b5f79d9658ec0a9fd,2021-09-17
One Right Now (with The Weeknd),"The Weeknd, Post Malone",4771,0,539595276,97,C#,Major,68,72,78,4,0,7,5,Not Found,2021-11-05
Beggin,Mï¿½ï¿½ne,8559,0,1367810478,134,B,Minor,71,59,80,13,0,36,5,Not Found,2017-12-08
Mon Amour - Remix,"Aitana, zzoilo",3221,2,578207856,116,D,Major,75,36,76,12,0,10,10,Not Found,2020-09-21
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Julieta Venegas, Bad Bunny, Tainy",3423,26,775542072,170,E,Minor,64,14,70,9,0,9,8,https://i.scdn.co/image/ab67616d0000b273abe9c2b5f03653d6b87696e6,2021-10-05
MONEY,Lisa,2566,13,863625566,140,C#,Minor,83,40,55,16,0,14,23,https://i.scdn.co/image/ab67616d0000b273330f11fb125bb80b760f9e19,2021-09-10
The Motto,"Tiï¿½ï¿½sto, Ava",9151,6,656013912,118,G,Minor,75,46,76,3,0,9,4,Not Found,2021-11-04
Happier Than Ever,Billie Eilish,8476,0,1056760045,65,Unknown,Major,31,31,24,76,0,14,4,https://i.scdn.co/image/ab67616d0000b2732a038d3bf875d23e4aeaa84e,2021-07-30
Moth To A Flame (with The Weeknd),"The Weeknd, Swedish House Mafia",7495,17,611994237,120,Unknown,Minor,56,16,67,0,0,11,4,Not Found,2021-10-22
traitor,"Juan Cruz Toledo, Huilen Toledo",5257,6,1230855859,176,D#,Major,29,12,33,68,0,12,5,Not Found,2021-05-21
Toxic,BoyWithUke,1795,0,582981380,180,G#,Minor,59,69,61,84,0,46,36,https://i.scdn.co/image/ab67616d0000b273ee07023115f822012390d2a0,2021-09-10
drivers license,Olivia Rodrigo,12685,3,1858144199,144,A#,Major,59,21,43,76,0,10,7,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,2021-01-08
Malvadï¿½ï¿,"Xamï¿½ï¿½, Gustah, Neo B",648,1,240684449,133,F#,Minor,82,52,61,38,0,14,27,Not Found,2021-11-30
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,4635,5,583687007,93,Unknown,Major,63,21,52,28,0,9,3,https://i.scdn.co/image/ab67616d0000b273318443aab3531a0558e79a4d,2021-11-12
Donï¿½ï¿½ï¿½t Break My,The Weeknd,1184,0,63803529,122,A#,Major,77,25,62,34,0,23,3,Not Found,2022-01-07
Oh My God,Adele,4431,0,466214729,88,C#,Major,53,55,73,9,0,3,5,https://i.scdn.co/image/ab67616d0000b273c6b577e4c4a6d326354a89f7,2021-11-19
Entre Nosotros (Remix) [con Nicki Nicole],"Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",759,3,236940480,170,F,Minor,70,61,44,40,0,37,4,Not Found,2022-01-05
A Tale By Quincy,The Weeknd,733,0,41924466,94,F,Minor,46,55,50,71,0,10,11,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,2022-01-07
I AM WOMAN,Emmy Meli,2795,0,225259194,170,A#,Major,65,46,47,12,0,13,16,https://i.scdn.co/image/ab67616d0000b273d4e10cba96b669683d0f8069,2021-11-18
Medallo,"Justin Quiles, Lenny Tavï¿½ï¿½rez, BL",2780,2,393230256,90,E,Minor,79,79,70,57,0,66,8,Not Found,2021-10-27
It'll Be Okay,Shawn Mendes,1950,0,287201015,78,G,Major,40,7,29,62,0,9,3,Not Found,2021-12-01
Softcore,The Neighbourhood,3947,12,599770206,94,D,Major,57,36,58,5,0,15,3,https://i.scdn.co/image/ab67616d0000b2739b6ac98a52f62d5cb473da40,2018-03-09
Super Gremlin,Kodak Black,2551,0,342779426,73,D,Major,83,11,41,0,0,36,14,https://i.scdn.co/image/ab67616d0000b2735340631eca6f127d094545c9,2021-10-30
Volvï¿,"Aventura, Bad Bunny",5375,10,673801126,176,C#,Major,73,79,86,42,0,7,18,https://i.scdn.co/image/ab67616d0000b27312bcec4f18ee130369ce170c,2021-08-03
Todo De Ti,Rauw Alejandro,11975,8,1168642797,128,D#,Minor,81,57,63,40,1,10,4,https://i.scdn.co/image/ab67616d0000b2734801828052a610b910cff795,2020-11-02
Love Nwantiti - Remix,"Ckay, AX'EL, Dj Yo!",2696,0,540539717,120,G#,Major,58,44,60,44,9,5,6,https://i.scdn.co/image/ab67616d0000b27339bb326b58346f99b8692745,2019-08-30
Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",4963,0,383550148,82,D,Major,63,85,62,6,0,35,4,https://i.scdn.co/image/ab67616d0000b273fcf75ead8a32ac0020d2ce86,2021-11-05
Meet Me At Our Spot,"THE ANXIETY, Willow, Tyler Cole",6734,0,530511203,95,D,Major,77,40,47,2,0,9,3,https://i.scdn.co/image/ab67616d0000b273024ea7e883a713a3ad552a71,2020-03-13
Every Angel is Terrifying,The Weeknd,715,0,37307967,118,Unknown,Major,44,52,94,11,0,4,29,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,2022-01-07
Tacones Rojos,Sebastian Yatra,3047,9,510876816,123,B,Minor,75,93,86,8,0,14,3,https://i.scdn.co/image/ab67616d0000b2739f6800546cfaaacb3fa4b145,2021-10-22
Peaches (feat. Daniel Caesar & Giveon),"Justin Bieber, Daniel Caesar, Giveon",14140,0,1445941661,90,Unknown,Major,63,49,68,38,0,42,18,https://i.scdn.co/image/ab67616d0000b273e6f407c7f3a0ec98845e4431,2021-03-19
Dakiti,"Bad Bunny, Jhay Cortez",11215,21,1763363713,110,E,Minor,73,14,57,40,0,11,5,https://i.scdn.co/image/ab67616d0000b27334c8199b0b3b3fb42b8a98a8,2020-10-30
"Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap, Tiago pzk",1678,12,374191487,96,C#,Minor,66,76,82,47,0,10,32,https://i.scdn.co/image/ab67616d0000b2735bddce84bc8f03ac82c988d4,2021-12-29
Lï¿½ï¿½ï¿,Stromae,2035,0,108809090,88,D,Minor,56,58,55,35,0,23,11,Not Found,2022-01-09
Nostï¿½ï¿½l,"Chris Brown, Rvssian, Rauw Alejandro",2780,2,436695353,98,A,Minor,73,60,85,17,0,24,5,Not Found,2021-09-08
Better Days (NEIKED x Mae Muller x Polo G),"NEIKED, Mae Muller, Polo G",4091,0,421040617,110,Unknown,Minor,72,67,68,0,0,14,4,https://i.scdn.co/image/ab67616d0000b2736b742298f7f36717855c4caf,2021-09-24
Life Goes On,Oliver Tree,2868,0,501541661,80,Unknown,Major,70,57,49,19,0,12,8,https://i.scdn.co/image/ab67616d0000b2731c5a484110522f2b9c7038cc,2020-07-17
Sad Girlz Luv Money Remix (feat. Kali Uchis),"Kali Uchis, Amaarae, Moliy",3643,0,354065229,110,C#,Minor,86,31,53,43,0,11,6,Not Found,2021-09-16
Butter,BTS,4779,6,1143647827,110,G#,Major,79,70,36,0,0,6,11,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49,2021-05-21
pushin P (feat. Young Thug),"Young Thug, Future, Gunna",3517,0,311395144,78,C#,Minor,77,49,42,1,1,13,19,Not Found,2022-01-07
You Right,"Doja Cat, The Weeknd",5073,0,672656250,129,G#,Major,83,44,62,2,0,8,6,https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a,2021-06-24
deja vu,Olivia Rodrigo,7545,4,1256880657,181,A,Major,44,22,60,61,0,42,9,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,2021-04-01
Dynamite,BTS,8528,5,1692897992,114,F#,Minor,75,74,77,1,0,9,10,https://i.scdn.co/image/ab67616d0000b273c07d5d2fdc02ae252fcd07e5,2020-08-21
TO THE MOON,Jnr Choi,2979,0,245095641,144,D,Major,74,39,65,5,1,11,35,https://i.scdn.co/image/ab67616d0000b2739af8418ffb638b3306a07714,2021-11-05
Lost in the Fire,"The Weeknd, Gesaffelstein",7731,2,686734357,101,D,Major,66,18,68,9,0,12,4,https://i.scdn.co/image/ab67616d0000b273030e6a4145500730450e8794,2019-01-11
Salimo de Noche,"Trueno, Tiago pzk",1057,0,261414174,84,D,Major,67,78,63,29,0,12,5,Not Found,2021-10-21
Volando - Remix,"Sech, Bad Bunny, Mora",3272,19,610045621,154,F#,Major,66,63,69,21,0,11,7,Not Found,2021-07-08
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",14417,0,1115880852,148,F,Major,59,72,62,18,0,9,3,https://i.scdn.co/image/ab67616d0000b273fcf75ead8a32ac0020d2ce86,2021-03-05
Knife Talk (with 21 Savage ft. Project Pat),"Drake, Project Pat, 21 Savage",5199,0,594482982,146,F,Minor,85,22,37,13,0,7,30,https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f,2021-09-03
Don't Be Shy,"Tiï¿½ï¿½sto, Kar",6026,0,566954746,120,B,Minor,77,51,79,20,0,26,6,Not Found,2021-08-01
Love Grows (Where My Rosemary Goes),Edison Lighthouse,2877,0,BPM110KeyAModeMajorDanceability53Valence75Energy69Acousticness7Instrumentalness0Liveness17Speechiness3,110,A,Major,53,75,69,7,0,17,3,https://i.scdn.co/image/ab67616d0000b2739a0011cc9d31cf969b656905,1970-01-01
LA FAMA (with The Weeknd),"The Weeknd, ROSALï¿½",4640,3,374706940,136,Unknown,Minor,77,82,30,95,0,13,5,Not Found,2021-11-11
The Family Madrigal,"Olga Merediz, Stephanie Beatriz, Encanto - Cast",1150,0,184937148,141,C#,Major,59,56,63,12,0,6,36,Not Found,2021-11-19
Phantom Regret by Jim,The Weeknd,768,0,31959571,108,A,Minor,46,23,48,75,30,14,4,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,2022-01-07
Dos Oruguitas,Sebastian Yatra,925,0,167076418,94,Unknown,Major,42,47,36,76,0,9,5,https://i.scdn.co/image/ab67616d0000b273e1ac646ed6f25125e2a77229,2021-11-19
Freaks,Surf Curse,3006,3,824420218,180,A,Major,35,41,94,0,63,5,5,https://i.scdn.co/image/ab67616d0000b2739efda673310de265a2c1cf1f,2015-05-10
Acapulco,Jason Derulo,3098,0,363467642,122,A#,Major,77,51,79,5,0,16,5,https://i.scdn.co/image/ab67616d0000b2738544aa5ba43894b7103ec757,2021-09-01
Daddy Issues,The Neighbourhood,9771,4,1127468248,85,A#,Major,59,33,52,7,15,12,3,https://i.scdn.co/image/ab67616d0000b2733066581d697fbdee4303d685,2015-10-30
thought i was playing,"21 Savage, Gunna",807,0,60680939,148,C#,Major,68,29,73,0,0,7,7,Not Found,2022-01-07
ELEVEN,IVE,521,1,247737946,120,A,Major,83,59,73,6,0,5,11,https://i.scdn.co/image/ab67616d0000b273da343b21617aac0c57e332bb,2021-12-01
Mood (feat. Iann Dior),"24kgoldn, Iann Dior",12854,0,1699402402,91,G,Minor,70,76,72,22,0,27,4,https://i.scdn.co/image/ab67616d0000b27384c53fa832dfa265192419c5,2020-07-24
What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",802,0,154797871,120,E,Major,72,54,71,26,0,10,4,Not Found,2021-11-19
DANCE CRIP,Trueno,731,0,198883004,106,Unknown,Major,86,86,79,11,0,8,9,https://i.scdn.co/image/ab67616d0000b2732ccbe28be97225ae844bef55,2021-11-17
Miserable Man,David Kushner,788,0,124407432,110,A#,Major,63,31,35,93,0,29,3,https://i.scdn.co/image/ab67616d0000b273e3884b7043aa68c264faff71,2022-01-07
happier,Olivia Rodrigo,3069,4,850608354,169,F#,Major,39,36,45,81,0,8,13,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,2021-05-21
Praise God,Kanye West,4651,0,376333030,118,C#,Major,80,21,55,1,0,26,17,https://i.scdn.co/image/ab67616d0000b273cad190f1a73c024e5a40dddd,2021-08-29
Get Into It (Yuh),Doja Cat,4999,0,516784627,92,G#,Minor,91,79,66,32,0,9,16,https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a,2021-06-25
Before You Go,Lewis Capaldi,8327,24,1608045237,112,D#,Major,45,19,60,63,0,9,6,https://i.scdn.co/image/ab67616d0000b2737b9639babbe96e25071ec1d4,2019-11-01
Sky,Playboi Carti,3297,3,506778838,140,D,Major,79,56,91,26,0,13,21,https://i.scdn.co/image/ab67616d0000b27398ea0e689c91f8fea726d9bb,2020-12-25
Rolling in the Deep,Adele,35684,6,1472799873,105,G#,Major,73,52,76,13,0,5,3,https://i.scdn.co/image/ab67616d0000b2732118bf9b198b05a95ded6300,2010-11-29
Sobrio,Maluma,3506,10,513643924,178,F,Major,76,63,77,14,0,15,22,https://i.scdn.co/image/ab67616d0000b2730c912949e9f848cc95797b27,2021-07-08
Peru,"Ed Sheeran, Fireboy DML",2999,0,261286503,108,G,Minor,96,71,42,57,0,8,9,Not Found,2021-12-23
favorite crime,Olivia Rodrigo,3681,0,783706581,173,A,Major,40,19,29,86,0,34,4,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,2021-05-21
Thunder,"Prezioso, Gabry Ponte, LUM!X",4846,10,422691058,101,C#,Major,67,40,90,3,0,34,6,Not Found,2021-05-07
The Business,Tiï¿½ï¿,14311,0,1062345656,120,G#,Minor,80,24,62,41,2,11,23,Not Found,2020-01-01
positions,Ariana Grande,8207,0,1252563873,144,Unknown,Major,73,66,80,44,0,9,12,https://i.scdn.co/image/ab67616d0000b2735ef878a782c987d38d82b605,2020-10-23
I WANNA BE YOUR SLAVE,Mï¿½ï¿½ne,4873,0,851070493,133,C#,Major,75,96,61,0,0,18,4,Not Found,2021-03-19
Vai Lï¿½ï¿½ Em Casa,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, George Henrique &",772,0,263894529,158,G#,Minor,46,62,83,53,0,97,28,Not Found,2021-10-22
The Feels,TWICE,1150,0,345903614,120,A,Major,81,92,90,9,0,8,7,https://i.scdn.co/image/ab67616d0000b273d1961ecb307c9e05ec8f7e82,2021-10-01
HEARTBREAK ANNIVERSARY,Giveon,5398,4,951637566,129,Unknown,Major,61,59,46,56,0,13,5,https://i.scdn.co/image/ab67616d0000b2733317fc12f8b9a9a0b8459766,2020-02-21
No Lie,"Sean Paul, Dua Lipa",7370,0,956865266,102,G,Major,74,45,89,5,0,26,13,https://i.scdn.co/image/ab67616d0000b2732d564195ed3dd7b70d64862c,2016-11-18
OUT OUT (feat. Charli XCX & Saweetie),"Charli XCX, Jax Jones, Joel Corry, Saweetie",6890,0,427486004,124,G#,Minor,79,79,84,2,0,5,5,https://i.scdn.co/image/ab67616d0000b2730abb7463b44d1be6243642f4,2021-08-13
Pope Is a Rockstar,SALES,1966,0,156658366,90,E,Minor,73,31,45,85,24,11,3,https://i.scdn.co/image/ab67616d0000b2731138eea74b6d7e06289bedaa,2016-04-20
2055,Sleepy hallow,2226,0,624515457,161,F#,Minor,78,65,52,46,0,12,31,https://i.scdn.co/image/ab67616d0000b27378376f650afd63698b82e4b1,2021-04-14
Bored,Billie Eilish,4204,0,777765388,120,G,Major,60,11,33,90,0,8,5,https://i.scdn.co/image/ab67616d0000b273e0f2af91be409aad81bba98c,2017-03-30
Happier Than Ever - Edit,Billie Eilish,1959,0,412795151,81,Unknown,Major,45,12,57,7,0,23,3,https://i.scdn.co/image/ab67616d0000b27331aa3ebe23f59778bff800c9,2021-07-28
