track_name,artist(s)_name,in_spotify_playlists,in_spotify_charts,streams,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,cover_url,release_date
Nosso Quadro,"Ana Castela, AgroPlay",894,9,233801632,160,A,Major,69,61,71,33,0,31,20,Not Found,2023-02-02
Locked Out Of Heaven,Bruno Mars,1622,9,1481349984,144,F,Major,73,87,70,6,0,28,5,https://i.scdn.co/image/ab67616d0000b273926f43e7cce571e62720fd46,2012-12-05
Un Finde | CROSSOVER #2,"Big One, FMK, Ke personajes",561,14,142095275,192,B,Major,50,85,52,11,0,28,6,Not Found,2023-04-04
Jimmy Cooks (feat. 21 Savage),"Drake, 21 Savage",5871,27,618885532,163,Unknown,Major,54,40,67,0,0,9,17,https://i.scdn.co/image/ab67616d0000b2738dc0d801766a5aa6a33cbe37,2022-06-17
Counting Stars,OneRepublic,29215,43,2011464183,122,C#,Minor,66,48,71,6,0,12,4,https://i.scdn.co/image/ab67616d0000b2739e2f95ae77cf436017ada9cb,2013-01-01
Ghost,Justin Bieber,5866,24,1167330737,154,D,Major,61,41,74,21,0,40,6,https://i.scdn.co/image/ab67616d0000b273e6f407c7f3a0ec98845e4431,2021-03-19
Under The Influence,Chris Brown,3859,26,929964809,117,A,Minor,73,31,69,6,0,11,4,https://i.scdn.co/image/ab67616d0000b2739a494f7d8909a6cc4ceb74ac,2019-10-04
PRC,"Natanael Cano, Peso Pluma",961,26,436027885,138,G,Minor,78,89,83,10,0,12,5,Not Found,2023-01-23
Gasolina,Daddy Yankee,6457,18,657723613,96,Unknown,Major,86,74,80,33,0,8,6,https://i.scdn.co/image/ab67616d0000b2736bdcdf82ecce36bff808a40c,2004-07-13
One Dance,"Drake, WizKid, Kyla",43257,24,2713922350,104,C#,Major,77,36,63,1,0,36,5,https://i.scdn.co/image/ab67616d0000b2739416ed64daf84936d89e671c,2016-04-04
Enchanted,Taylor Swift,4564,16,621660989,164,G#,Major,45,24,62,8,0,16,3,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481,2010-01-01
Save Your Tears,The Weeknd,12688,13,1591223784,118,Unknown,Major,68,61,82,2,0,50,3,https://i.scdn.co/image/ab67616d0000b2738863bc11d2aa12b54f5aeb36,2020-03-20
Sure Thing,Miguel,13801,19,950906471,81,B,Minor,68,51,60,3,0,19,10,https://i.scdn.co/image/ab67616d0000b273d5a8395b0d80b8c48a5d851c,2010-05-25
Every Breath You Take - Remastered 2003,The Police,22439,19,1593270737,117,C#,Major,82,73,45,54,0,7,3,https://i.scdn.co/image/ab67616d0000b2730408dc279dd7c7354ff41014,1983-01-06
The Night We Met,Lord Huron,18515,35,1410088830,174,D,Major,45,10,37,97,25,64,4,https://i.scdn.co/image/ab67616d0000b2739d2efe43d5b7ebc7cb60ca81,2015-02-02
We Found Love,"Rihanna, Calvin Harris",36843,21,1235005533,128,C#,Major,73,60,77,3,0,11,4,https://i.scdn.co/image/ab67616d0000b273bef074de9ca825bddaeb9f46,2011-01-01
When I Was Your Man,Bruno Mars,2420,11,1661187319,145,Unknown,Major,60,43,27,94,0,14,4,https://i.scdn.co/image/ab67616d0000b273926f43e7cce571e62720fd46,2012-12-05
Let Me Down Slowly,Alec Benjamin,5897,19,1374581173,150,C#,Minor,65,51,55,73,0,14,3,https://i.scdn.co/image/ab67616d0000b273459d675aa0b6f3b211357370,2018-05-25
"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)","A$AP Rocky, Metro Boomin, Roisee",727,16,94186466,90,A,Minor,60,13,53,4,0,21,4,https://i.scdn.co/image/ab67616d0000b2736ed9aef791159496b286179f,2023-06-02
Do I Wanna Know?,Arctic Monkeys,33783,26,1788326445,85,F,Major,55,42,53,17,0,22,3,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163,2013-01-01
Demons,Imagine Dragons,26694,13,1840364617,180,D#,Major,33,38,71,20,0,28,5,https://i.scdn.co/image/ab67616d0000b273b2b2747c89d2157b0b29fb6a,2012-01-01
ýýýýýýýýýýýý,YOASOBI,356,16,143573775,166,C#,Major,57,84,94,11,0,37,9,Not Found,2023-04-12
Reminder,The Weeknd,6518,17,684675814,160,G#,Major,71,40,50,16,0,16,22,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452,2016-11-25
Shake It Off,Taylor Swift,21335,13,1113838873,160,G,Major,65,95,80,5,0,41,16,https://i.scdn.co/image/ab67616d0000b2739abdf14e6058bd3903686148,2014-01-01
Why'd You Only Call Me When You're High?,Arctic Monkeys,23389,29,1267333350,92,D,Major,70,81,63,4,0,8,4,Not Found,2013-01-01
SNAP,Rosa Linn,3202,18,726307468,170,Unknown,Major,56,53,64,11,0,45,6,https://i.scdn.co/image/ab67616d0000b2731391b1fdb63da53e5b112224,2022-03-19
Shape of You,Ed Sheeran,32181,10,3562543890,96,C#,Minor,83,93,65,58,0,9,8,https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96,2017-01-06
Night Changes,One Direction,7124,18,1131090940,120,G#,Major,67,40,52,86,0,12,4,https://i.scdn.co/image/ab67616d0000b273d304ba2d71de306812eebaf4,2014-11-17
Fin de Semana,"Oscar Maydon, Junior H",592,14,307370144,98,Unknown,Major,70,37,54,6,0,9,8,https://i.scdn.co/image/ab67616d0000b2739b7e1ea3815a172019bc5e56,2023-01-13
Creep,Radiohead,36724,7,1271293243,92,G,Major,53,12,34,1,0,12,4,https://i.scdn.co/image/ab67616d0000b273df55e326ed144ab4f5cecf95,1992-09-21
Car's Outside,James Arthur,794,10,265882712,150,A,Major,34,24,56,4,0,11,3,https://i.scdn.co/image/ab67616d0000b273dc16d839ab77c64bdbeb3660,2019-10-18
Apocalypse,Cigarettes After Sex,13091,17,841749534,94,F,Major,37,17,47,2,46,11,3,https://i.scdn.co/image/ab67616d0000b27312b69bf576f5e80291f75161,2017-03-21
Cheques,Shubh,67,8,47956378,90,E,Minor,74,36,63,26,0,27,5,https://i.scdn.co/image/ab67616d0000b2731a8c4618eda885a406958dd0,2023-05-19
Pink + White,Frank Ocean,21574,30,806397070,160,A,Major,54,54,55,67,0,42,11,https://i.scdn.co/image/ab67616d0000b273c5649add07ed3720be9d5526,2016-08-20
Circles,Post Malone,19664,16,2132335812,120,Unknown,Major,70,59,75,24,0,9,4,https://i.scdn.co/image/ab67616d0000b2739478c87599550dd73bfa7e02,2019-08-30
Just The Way You Are,Bruno Mars,21106,13,1641426668,109,F,Major,63,46,85,1,0,9,5,https://i.scdn.co/image/ab67616d0000b273f6b55ca93bd33211227b502b,2010-01-01
Take Me To Church,Hozier,23804,31,2135158446,129,E,Minor,57,41,66,63,0,12,5,https://i.scdn.co/image/ab67616d0000b2734ca68d59a4a29c856a4a39c2,2013-09-13
Bebe Dame,"Fuerza Regida, Grupo Frontera",849,22,367316268,157,G,Major,54,75,60,30,0,7,5,https://i.scdn.co/image/ab67616d0000b2735f3aef5159749e4b61686670,2022-12-16
You Belong With Me (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,2619,12,350381515,130,F#,Major,63,49,73,5,0,9,3,Not Found,2021-04-09
Titi Me Preguntï¿,Bad Bunny,9037,42,1264310836,107,F,Minor,65,19,72,10,0,13,25,Not Found,2022-05-06
Better Than Revenge (Taylor's Version),Taylor Swift,86,11,30343206,146,B,Minor,50,67,89,0,0,19,8,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481,2023-07-07
Shut up My Moms Calling,Hotel Ugly,1788,14,405136812,139,A,Minor,48,37,41,32,0,10,10,https://i.scdn.co/image/ab67616d0000b273350ab7a839c04bfd5225a9f5,2020-02-10
Have You Ever Seen The Rain?,Creedence Clearwater Revival,15890,14,1145727611,116,Unknown,Major,74,76,70,7,0,13,3,https://i.scdn.co/image/ab67616d0000b27351f311c2fb06ad2789e3ff91,1968-07-01
Es un Secreto,Plan B,492,36,540654286,95,F#,Minor,84,52,77,12,0,7,4,https://i.scdn.co/image/ab67616d0000b273913ef74e0272d688c512200b,2010-07-20
POLARIS - Remix,"Feid, Mora, Saiko, Quevedo",773,33,57312735,170,G#,Minor,62,55,80,15,0,37,7,Not Found,2023-06-08
Ditto,NewJeans,1154,22,397582059,134,F#,Minor,81,18,64,3,0,10,11,https://i.scdn.co/image/ab67616d0000b273edf5b257be1d6593e81bb45f,2022-12-19
Take On Me,a-ha,44927,17,1479115056,84,F#,Minor,57,86,90,2,0,9,5,https://i.scdn.co/image/ab67616d0000b273e8dd4db47e7177c63b0b7d53,1984-10-19
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)","Swae Lee, Lil Wayne, Offset, Metro Boomin",551,4,86773632,146,B,Minor,61,20,48,21,0,12,6,https://i.scdn.co/image/ab67616d0000b2736ed9aef791159496b286179f,2023-06-02
"Angel Pt 1 (feat. Jimin of BTS, JVKE & Muni Long)","Kodak Black, NLE Choppa, Muni Long, JVKE, Jimin",577,14,133753727,74,A#,Minor,53,24,67,11,0,10,28,https://i.scdn.co/image/ab67616d0000b273445afb6341d2685b959251cc,2023-05-01
Acrï¿½ï¿½s,Shakira,955,29,123124076,144,B,Major,75,35,48,84,0,10,12,Not Found,2023-05-11
AMG,"Natanael Cano, Gabito Ballesteros, Peso Pluma",995,19,463564958,136,B,Minor,77,79,73,15,0,27,10,https://i.scdn.co/image/ab67616d0000b273fbf10e7799f39fbcd301e55a,2022-11-24
"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")","Arijit Singh, Sachin-Jigar, Amitabha Bhattacharya",178,6,64533040,100,E,Major,56,53,55,53,0,12,4,Not Found,2023-05-15
S-Class,Stray Kids,290,19,65496046,105,F,Minor,89,67,78,9,0,7,33,https://i.scdn.co/image/ab67616d0000b273e27ba26bc14a563bf3d09882,2023-06-02
Hits Different,Taylor Swift,547,0,68616963,106,F,Major,67,24,78,15,0,30,4,https://i.scdn.co/image/ab67616d0000b273fa747621a53c8e2cc436dee0,2023-05-26
Chanel,"Becky G, Peso Pluma",681,10,161460990,132,D,Major,85,53,68,40,0,9,4,https://i.scdn.co/image/ab67616d0000b273c3bb167f0e78b15e5588c296,2023-03-30
Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),"Metro Boomin, Coi Leray",332,5,70106975,120,A,Major,78,5,30,21,0,13,5,https://i.scdn.co/image/ab67616d0000b2736ed9aef791159496b286179f,2023-06-02
Area Codes,"Kaliii, Kaliii",1197,13,113509496,155,C#,Major,82,51,39,2,0,9,49,https://i.scdn.co/image/ab67616d0000b2733eecc265c134153c14794aab,2023-03-17
Abcdario,"Junior H, Eden Muï¿½ï",262,5,89933133,129,G#,Major,70,42,43,78,0,11,3,Not Found,2023-05-13
Obsessed,"Abhijay Sharma, Riar Saab",161,6,71007139,135,F,Minor,80,85,74,62,0,8,9,Not Found,2022-09-29
Piï¿½ï¿½man Deï¿,"Semicenk, Doï¿½ï¿½u",185,3,43522589,98,A#,Minor,73,45,62,28,0,13,13,Not Found,2023-06-02
FLOWER,JISOO,839,18,232896922,124,A,Minor,84,64,39,3,0,11,4,https://i.scdn.co/image/ab67616d0000b273f35b8a6c03cc633f734bd8ac,2023-03-31
"All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)","Future, Lil Uzi Vert, Metro Boomin",259,0,37126685,135,A,Minor,77,28,55,18,0,22,15,https://i.scdn.co/image/ab67616d0000b2736ed9aef791159496b286179f,2023-06-02
Eyes Closed,Ed Sheeran,2915,30,195576623,107,D,Major,78,39,53,30,0,11,6,https://i.scdn.co/image/ab67616d0000b273a0aea3805ed6a87aa394c796,2023-03-23
Escapism.,"RAYE, 070 Shake",5129,25,532336353,96,D,Major,54,25,74,14,0,9,11,https://i.scdn.co/image/ab67616d0000b27394e5237ce925531dbb38e75f,2022-10-12
La Jumpa,"Arcangel, Bad Bunny",3794,34,538115192,123,G#,Major,71,58,70,30,0,32,19,https://i.scdn.co/image/ab67616d0000b27330326b23e30ae93d4d48165b,2022-11-30
Karma (feat. Ice Spice),"Taylor Swift, Ice Spice",588,0,46142772,90,G#,Major,62,7,62,6,0,58,6,https://i.scdn.co/image/ab67616d0000b273fa747621a53c8e2cc436dee0,2023-05-26
Superhero (Heroes & Villains) [with Future & Chris Brown],"Future, Chris Brown, Metro Boomin",2959,16,401036314,117,F,Minor,72,45,59,14,0,20,21,https://i.scdn.co/image/ab67616d0000b27313e54d6687e65678d60466c2,2022-12-02
Las Morras,"BLESSD, Peso Pluma",291,8,127026613,133,A,Minor,78,90,84,31,0,7,4,Not Found,2023-04-04
CHORRITO PA LAS ANIMAS,Feid,2321,36,345031710,96,G#,Minor,74,61,83,11,0,35,6,https://i.scdn.co/image/ab67616d0000b2737cc7b0d6a82846cd8b158f99,2022-12-02
Ch y la Pizza,"Fuerza Regida, Natanael Cano",536,10,288101651,149,G#,Major,66,85,60,40,0,14,13,https://i.scdn.co/image/ab67616d0000b273cdbbe3160616f7c85e2eb2c8,2022-12-01
Snow On The Beach (feat. More Lana Del Rey),"Lana Del Rey, Taylor Swift",359,2,60350538,110,F#,Minor,66,32,40,81,0,11,3,Not Found,2023-05-26
Players,Coi Leray,4096,6,335074782,105,F#,Major,95,62,52,3,0,5,16,https://i.scdn.co/image/ab67616d0000b2731cf7cf4446b496525e423465,2022-11-30
Bite Me,ENHYPEN,349,69,76767396,105,C#,Major,80,69,78,28,0,11,14,https://i.scdn.co/image/ab67616d0000b2731d03b5e88cee6870778a4d27,2023-05-22
Stand By Me (feat. Morgan Wallen),"Lil Durk, Morgan Wallen",381,5,46065667,134,B,Major,76,61,58,6,0,16,3,https://i.scdn.co/image/ab67616d0000b2736234c2c6d4bb935839ac4719,2023-05-26
Normal,Feid,2461,36,459276435,170,E,Minor,71,59,56,4,0,27,12,https://i.scdn.co/image/ab67616d0000b273b764865b38a71f70dfd0dbcb,2022-07-08
Hummingbird (Metro Boomin & James Blake),"James Blake, Metro Boomin",277,1,39666245,81,F#,Major,59,26,60,46,1,25,13,https://i.scdn.co/image/ab67616d0000b2736ed9aef791159496b286179f,2023-06-02
Seu Brilho Sumiu - Ao Vivo,"Israel & Rodolffo, Mari Fernandez",967,5,138517666,154,F#,Major,63,75,92,31,0,91,5,https://i.scdn.co/image/ab67616d0000b2736ccbcc3358d31dcba6e7c035,2023-03-01
Bad Habit,Steve Lacy,8186,12,822633917,169,C#,Major,69,69,51,63,0,38,4,https://i.scdn.co/image/ab67616d0000b27368968350c2550e36d96344ee,2022-06-29
CUFF IT,Beyoncï¿,7842,10,595900742,115,G,Major,78,64,69,4,0,7,14,Not Found,2022-07-29
Lilith (feat. SUGA of BTS) (Diablo IV Anthem),"Halsey, Suga",215,6,51985779,84,A,Minor,43,14,74,1,0,19,8,https://i.scdn.co/image/ab67616d0000b273f19310c007c0fad365b0542e,2023-06-05
69,"Nicky Jam, Feid",1134,22,57945987,93,G#,Major,79,58,62,11,0,11,23,https://i.scdn.co/image/ab67616d0000b273ea97d86f1fa8532cd8c75188,2023-05-18
Niï¿½ï¿½a Bo,"Sean Paul, Feid",1305,34,115010040,91,G,Major,82,47,62,10,0,10,15,Not Found,2023-04-21
Search & Rescue,Drake,2066,6,175097833,142,A#,Minor,82,54,44,6,0,33,7,https://i.scdn.co/image/ab67616d0000b273cace8a4b2ff924c9e12e3a96,2023-04-07
AMERICA HAS A PROBLEM (feat. Kendrick Lamar),"Kendrick Lamar, Beyoncï¿",896,0,57089066,126,C#,Major,78,20,70,1,0,16,4,Not Found,2023-05-19
Lavender Haze,Taylor Swift,3763,8,488386797,97,A#,Major,73,10,44,26,0,16,8,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,2022-10-21
"Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )","WizKid, Toian, Metro Boomin, Don Toliver, Beam",197,0,32761689,101,F,Major,92,59,51,41,51,26,8,https://i.scdn.co/image/ab67616d0000b2736ed9aef791159496b286179f,2023-06-02
Efecto,Bad Bunny,4004,33,1047480053,98,G,Minor,80,23,48,14,0,6,5,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,2022-05-06
Erro Gostoso - Ao Vivo,Simone Mendes,984,5,153454328,154,F#,Major,59,63,89,18,0,80,9,https://i.scdn.co/image/ab67616d0000b2735559a80512e3986640b0140d,2023-01-27
Cupido,Tini,1240,24,217672943,120,A,Major,91,63,58,52,0,31,22,https://i.scdn.co/image/ab67616d0000b273f5409c637b9a7244e0c0d11d,2023-02-14
Just Wanna Rock,Lil Uzi Vert,3995,13,457184829,150,B,Major,49,4,55,7,0,6,3,https://i.scdn.co/image/ab67616d0000b273438799bc344744c12028bb0f,2022-10-17
Unstoppable,Sia,7681,13,939844851,174,A,Major,47,27,78,11,0,10,8,https://i.scdn.co/image/ab67616d0000b273754b2fddebe7039fdb912837,2016-01-21
Until I Found You,Stephen Sanchez,4427,4,726434358,202,A#,Major,34,25,51,69,0,18,4,https://i.scdn.co/image/ab67616d0000b2732bf0876d42b90a8852ad6244,2021-09-01
Rich Flex,"Drake, 21 Savage",4657,18,573633020,153,B,Minor,56,42,52,5,0,36,24,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad,2022-11-04
Easy On Me,Adele,10195,20,1406111294,142,F,Major,60,13,37,58,0,13,3,https://i.scdn.co/image/ab67616d0000b27350dba34377a595e35f81b0e4,2021-10-14
Cartï¿½ï¿½o B,"MC Caverinha, KayBlack",269,4,71573339,108,A,Minor,84,55,47,26,0,20,64,Not Found,2023-05-11
Danger (Spider) (Offset & JID),"Offset, JID",214,0,24975653,143,B,Major,83,25,69,4,0,23,12,https://i.scdn.co/image/ab67616d0000b2736ed9aef791159496b286179f,2023-06-02
Oi Balde - Ao Vivo,Zï¿½ï¿½ Neto & Crist,845,2,145458418,108,D,Major,67,55,67,60,0,80,5,Not Found,2023-02-14
The Real Slim Shady,Eminem,20763,27,1424589568,104,F,Minor,95,78,66,3,0,4,6,https://i.scdn.co/image/ab67616d0000b273dbb3dd82da45b7d7f31b1b42,2000-01-01
MERCHO,"Migrantes, LiL CaKe, Nico Valdi",1267,20,231332117,93,F#,Minor,84,96,79,43,0,18,11,Not Found,2022-12-16
The Color Violet,Tory Lanez,2585,32,415932686,105,F#,Minor,65,46,53,16,0,9,5,https://i.scdn.co/image/ab67616d0000b2730c5f23cbf0b1ab7e37d0dc67,2021-12-10
Glimpse of Us,Joji,6330,6,988515741,170,G#,Major,44,27,32,89,0,14,5,https://i.scdn.co/image/ab67616d0000b27308596cc28b9f5b00bfe08ae7,2022-06-10
Mejor Que Yo,"Mambo Kingz, DJ Luian, Anuel Aa",675,1,50847624,178,C#,Minor,62,56,66,18,0,12,5,Not Found,2023-05-04
Curtains,Ed Sheeran,715,0,39893489,176,F#,Minor,50,44,76,10,0,32,5,https://i.scdn.co/image/ab67616d0000b273a0aea3805ed6a87aa394c796,2023-05-05
UNFORGIVEN (feat. Nile Rodgers),"Nile Rodgers, LE SSERAFIM",327,13,92035115,104,E,Minor,80,38,88,11,0,11,5,Not Found,2023-05-01
Haegeum,Agust D,244,12,118810253,85,G,Major,70,83,84,31,0,47,30,https://i.scdn.co/image/ab67616d0000b273fa9247b68471b82d2125651e,2023-04-21
Conexï¿½ï¿½es de Mï¿½ï¿½fia (feat. Rich,"Rich The Kid, Matuï¿",385,4,77233241,117,F#,Minor,77,69,58,39,0,26,5,Not Found,2023-04-30
MIENTRAS ME CURO DEL CORA,Karol G,1020,35,206399629,80,Unknown,Major,52,57,48,86,0,15,39,https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335,2023-02-24
Never Felt So Alone,Labrinth,1730,3,117747907,98,F,Major,44,36,41,50,0,38,5,https://i.scdn.co/image/ab67616d0000b2737dda6cb97a57f116f6fbf0be,2023-04-07
X SI VOLVEMOS,"Karol G, Romeo Santos",2127,33,266624541,178,C#,Minor,79,58,78,34,0,11,25,https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335,2023-02-02
ceilings,Lizzy McAlpine,3242,9,293186992,148,A,Major,51,27,33,48,0,22,3,https://i.scdn.co/image/ab67616d0000b273d370fdc4dbc47778b9b667c3,2022-04-08
Cupid,Fifty Fifty,526,10,139681964,120,D,Major,77,94,66,65,0,38,3,https://i.scdn.co/image/ab67616d0000b27337c0b3670236c067c8e8bbcb,2023-02-24
I AM,IVE,366,15,123132751,122,E,Minor,68,38,88,1,0,8,5,https://i.scdn.co/image/ab67616d0000b27325ef3cec1eceefd4db2f91c8,2023-04-10
Cupid ï¿½ï¿½ï¿½ Twin Ver. (FIFTY FIFTY) ï¿½ï¿½ï¿½ Spe,sped up 8282,472,2,103762518,144,F,Major,74,75,73,42,0,9,4,Not Found,1997-01-01
Shorty Party,"Cartel De Santa, La Kelly",432,12,162887075,96,D,Major,93,47,47,33,0,10,36,https://i.scdn.co/image/ab67616d0000b273608e249e118a39e897f149ce,2023-03-04
Super,SEVENTEEN,271,12,91221625,137,G#,Major,77,35,88,16,0,17,9,https://i.scdn.co/image/ab67616d0000b27380e31ba0c05187e6310ef264,2023-04-24
Slut Me Out,NLE Choppa,816,4,190490915,121,F#,Minor,94,71,61,12,0,53,42,https://i.scdn.co/image/ab67616d0000b27349a4f6c9a637e02252a0076d,2022-04-22
Double Fantasy (with Future),"The Weeknd, Future",1169,0,96180277,119,A,Minor,60,10,57,1,0,50,3,https://i.scdn.co/image/ab67616d0000b273c7d6fe09dfe4af1580e59705,2023-04-21
All Of The Girls You Loved Before,Taylor Swift,1282,6,185240616,96,D,Major,72,40,47,71,0,13,4,https://i.scdn.co/image/ab67616d0000b2738481d8f15859aa5bae75ee17,2019-08-23
PROVENZA,Karol G,6587,34,885093467,111,C#,Major,87,53,52,66,1,11,5,https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335,2022-04-21
Princess Diana (with Nicki Minaj),"Nicki Minaj, Ice Spice",1444,4,104992946,148,A,Major,90,74,68,14,0,10,19,Not Found,2023-04-14
Di Que Si,"Grupo Marca Registrada, Grupo Frontera",356,10,147290338,182,A,Major,57,80,59,8,0,6,5,https://i.scdn.co/image/ab67616d0000b273aab35973ece2916fb24244fe,2023-02-03
Shivers,Ed Sheeran,10147,30,1302184087,141,D,Major,79,82,86,28,0,4,9,https://i.scdn.co/image/ab67616d0000b273ef24c3fdbf856340d55cfeb2,2021-09-09
Igualito a Mi Apï¿,"Fuerza Regida, Peso Pluma",265,6,158950978,145,E,Minor,76,80,81,19,0,6,9,Not Found,2022-12-30
Shoong! (feat. LISA of BLACKPINK),"TAEYANG, Lisa",351,9,76910644,110,B,Minor,76,26,70,1,0,41,6,https://i.scdn.co/image/ab67616d0000b27346313223adf2b6d726388328,2023-04-25
Komang,Raim Laode,158,4,137123880,134,G,Major,70,35,41,41,0,10,3,https://i.scdn.co/image/ab67616d0000b273f20ec6ba1f431a90dbf2e8b6,2022-08-16
DESPECHï¿,ROSALï¿½,7613,33,782369383,130,G,Major,92,78,62,18,0,6,10,Not Found,2022-07-28
Made You Look,Meghan Trainor,3956,6,502574952,145,A#,Major,84,88,53,35,0,8,7,https://i.scdn.co/image/ab67616d0000b2731a4f1ada93881da4ca8060ff,2022-10-21
Watch This - ARIZONATEARS Pluggnb Remix,"sped up nightcore, ARIZONATEARS, Lil Uzi Vert",1638,10,207033255,130,B,Minor,69,36,90,1,10,15,4,Not Found,2023-02-05
No Se Va,Grupo Frontera,924,18,404887295,173,Unknown,Major,59,69,53,12,0,23,3,https://i.scdn.co/image/ab67616d0000b273042b5cc9a1a0a97cfc005ee8,2022-04-28
Punto G,Quevedo,1985,35,381161027,92,B,Minor,75,55,76,25,0,10,15,https://i.scdn.co/image/ab67616d0000b273efc1b8f6beda4abe848a84e0,2022-11-04
Lovers Rock,TV Girl,6339,13,466231982,105,F,Minor,56,57,87,0,1,10,4,https://i.scdn.co/image/ab67616d0000b273e1bc1af856b42dd7fdba9f84,2014-06-05
METAMORPHOSIS,INTERWORLD,1561,24,357580552,175,G,Minor,59,15,64,43,90,12,10,https://i.scdn.co/image/ab67616d0000b273b852a616ae3a49a1f6b0f16e,2021-11-25
Mami Chula,"Quevedo, Jhayco",875,4,61105704,120,G,Minor,80,33,70,22,0,9,4,Not Found,2023-04-27
En Paris,"El Chachito, Junior H",406,5,198275403,139,D#,Minor,70,77,48,37,0,12,5,https://i.scdn.co/image/ab67616d0000b27354c372ef8e7b53bb3c932ac5,2022-12-24
Set Me Free Pt.2,Jimin,340,13,168448603,132,Unknown,Minor,59,56,82,12,0,12,6,https://i.scdn.co/image/ab67616d0000b2734f4ec2c2a865569bd4a067a4,2023-03-17
I Was Never There,"The Weeknd, Gesaffelstein",4188,15,705469769,114,A#,Major,32,17,74,14,0,17,3,https://i.scdn.co/image/ab67616d0000b2731f6a2a40bb692936879db730,2018-03-29
Don't ever say love me (feat. RM of BTS),"RM, Colde",105,0,34502215,145,B,Minor,54,19,48,36,0,37,5,Not Found,2023-05-04
Shut Down,BLACKPINK,1524,17,482175240,110,Unknown,Major,82,67,69,0,0,18,4,https://i.scdn.co/image/ab67616d0000b273002ef53878df1b4e91c15406,2022-09-16
Gato de Noche,"Nengo Flow, Bad Bunny",2651,30,304118600,94,G#,Major,89,61,66,17,0,36,16,https://i.scdn.co/image/ab67616d0000b273ed132404686f567c8f793058,2022-12-22
Call Out My Name,The Weeknd,11087,6,1449799467,134,C#,Major,45,17,60,21,0,33,4,https://i.scdn.co/image/ab67616d0000b2731f6a2a40bb692936879db730,2018-03-29
Like Crazy (English Version),Jimin,373,19,173627354,120,G,Major,62,32,76,0,0,39,4,https://i.scdn.co/image/ab67616d0000b2732b46078245d0120690eb560d,2023-03-24
Rosa Pastel,"Jasiel Nuï¿½ï¿½ez, Peso P",200,4,90025258,123,G,Minor,70,86,68,24,0,11,4,Not Found,2023-02-02
Sunroof,"Nicky Youre, Dazy",3741,17,652704649,131,A#,Major,77,84,71,35,0,15,4,https://i.scdn.co/image/ab67616d0000b273ecd970d1d2623b6c7fc6080c,2021-12-03
Lose Yourself - Soundtrack Version,Eminem,32502,21,1829992958,171,D,Major,70,6,73,1,0,36,26,Not Found,2002-01-01
Superman,"Eminem, Dina Rae",7615,14,655466831,130,E,Minor,80,64,76,2,0,20,6,https://i.scdn.co/image/ab67616d0000b2736ca5c90113b30c3c43ffb8f4,2002-05-26
Mas Rica Que Ayer,"Mambo Kingz, DJ Luian, Anuel Aa",1208,34,146409671,94,B,Major,82,53,67,34,0,9,8,Not Found,2023-03-02
People Pt.2 (feat. IU),"IU, Agust D",209,4,95816024,89,G,Minor,73,44,57,39,0,32,6,Not Found,2023-04-07
REMIX EXCLUSIVO,Feid,1235,9,117206995,87,F,Minor,65,71,56,4,0,15,20,https://i.scdn.co/image/ab67616d0000b273adf20f92c3153248fd7aac9e,2023-03-17
"Arcï¿½ï¿½ngel: Bzrp Music Sessions, Vol","Arcangel, Bizarrap",654,3,100409613,124,B,Minor,72,79,78,55,0,15,30,Not Found,2023-03-22
DOGTOOTH,"Tyler, The Creator",1479,0,80758350,78,G#,Major,71,80,65,51,0,22,32,https://i.scdn.co/image/ab67616d0000b273aa95a399fd30fbb4f6f59fca,2023-03-27
10:35,"Tiï¿½ï¿½sto, Tate M",4942,26,325592432,120,G#,Major,70,70,79,7,0,18,10,Not Found,2022-11-01
SORRY NOT SORRY,"Tyler, The Creator",709,0,58473276,96,F#,Minor,48,50,80,40,0,37,20,Not Found,2023-03-31
